2014,11,Chinese nationality applications,070,012,Immigration Department,,,,,,3444,3273,4922,5932
2014,11,Travel documents,070,020,Immigration Department,,,,,,250706,291908,296799,279349
2014,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,111437,117337,116265,122578
2014,11,Certification fees,070,040,Immigration Department,,,,,,10373,10666,10486,10430
2014,11,Replacement of identity cards,070,060,Immigration Department,,,,,,39760,40750,41478,43288
2014,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,42372,47258,35330,36124
2014,11,Marriage registration fees,070,080,Immigration Department,,,,,,70585,78305,66682,69009
2014,11,Others,070,090,Immigration Department,,,,,,15915,16381,13024,12826
2014,11,Sub-total,070,090,Immigration Department,,,,,,544592,605878,584986,579536
2014,11,Sale of publications,074,010,Information Services Department,,,,,,5245,5665,5615,5615
2014,11,Others,074,020,Information Services Department,,,,,,208,280,1231,822
2014,11,Sub-total,074,020,Information Services Department,,,,,,5453,5945,6846,6437
2014,11,Business registration fees,076,010,Inland Revenue Department,,,,,,122869,13000,73000,2400000
2014,11,Others,076,020,Inland Revenue Department,,,,,,17912,18000,18000,19000
2014,11,Sub-total,076,020,Inland Revenue Department,,,,,,140781,31000,91000,2419000
2014,11,Patents fees,078,010,Intellectual Property Department,,,,,,21086,18804,22323,19992
2014,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,98092,144654,143679,168313
2014,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,9026,8117,8686,8292
2014,11,Others,078,040,Intellectual Property Department,,,,,,226,228,140,135
2014,11,Sub-total,078,040,Intellectual Property Department,,,,,,128430,171803,174828,196732
2014,11,Commission,080,010,Judiciary,,,,,,6895,8013,10029,10029
2014,11,Court fees,080,020,Judiciary,,,,,,148759,153690,149167,148366
2014,11,Possession,080,030,Judiciary,,,,,,357,314,267,267
2014,11,Others,080,040,Judiciary,,,,,,14227,13937,14184,14184
2014,11,Sub-total,080,040,Judiciary,,,,,,170238,175954,173647,172846
2014,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,174087,173843,190794,197115
2014,11,Works executed on private account,082,020,Buildings Department,,,,,,2238,48,48,48
2014,11,Others,082,030,Buildings Department,,,,,,1071,1586,1688,2694
2014,11,Sub-total,082,030,Buildings Department,,,,,,177396,175477,192530,199857
2014,11,Labour Department,090,,Buildings Department,,,,,,24054,25302,25747,26926
2014,11,Administrative and legal land services,091,010,Lands Department,,,,,,54212,58544,56756,58654
2014,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,3280,2447,2629,3066
2014,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,235,251,170,175
2014,11,Excavation permits,091,020,Lands Department,,,,,,12160,11506,11874,11921
2014,11,Works executed on private account,091,040,Lands Department,,,,,,753,545,721,664
2014,11,Services to KCRC,091,042,Lands Department,,,,,,33257,27551,27452,27255
2014,11,Services to MTRCL,091,046,Lands Department,,,,,,41753,39867,28347,32314
2014,11,Others,091,050,Lands Department,,,,,,25448,22742,24256,24306
2014,11,Sub-total,091,050,Lands Department,,,,,,171098,163453,152205,158355
2014,11,Department of Justice,092,,Lands Department,,,,,,4315,2446,4427,4521
2014,11,Legal Aid Department,094,,Lands Department,,,,,,224900,214808,241874,258749
2014,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,682566,646355,686669,689257
2014,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,38427,39475,40053,39846
2014,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,591,616,384,342
2014,11,Others,095,040,Leisure and Cultural Services Department,,,,,,32284,27090,27723,27570
2014,11,Sub-total,095,040,Leisure and Cultural Services Department,,,,,,753868,713536,754829,757015
2014,11,Anchorage,100,010,Marine Department,,,,,,28492,30500,29538,29538
2014,11,Buoy,100,020,Marine Department,,,,,,24981,23232,24442,24442
2014,11,Permit fees,100,030,Marine Department,,,,,,106375,109056,111162,111162
2014,11,Cargo working area charges,100,040,Marine Department,,,,,,126298,132294,134193,137928
2014,11,Examination and registration fees,100,050,Marine Department,,,,,,108749,115467,114828,119962
2014,11,Vessel licences,100,070,Marine Department,,,,,,38040,39744,40840,40840
2014,11,Port and light dues,100,080,Marine Department,,,,,,191746,190701,188522,188522
2014,11,Port clearance fees,100,090,Marine Department,,,,,,11362,11582,11308,11308
2014,11,Survey fees,100,100,Marine Department,,,,,,24412,21988,22890,22970
2014,11,Others,100,110,Marine Department,,,,,,5376,4975,4935,5084
2014,11,Sub-total,100,110,Marine Department,,,,,,665831,679539,682658,691756
2014,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,97021,73991,92763,80023
2014,11,Liquidation,116,020,Official Receiver’s Office,,,,,,25483,44075,38983,29937
2014,11,Others,116,030,Official Receiver’s Office,,,,,,44,19,16,16
2014,11,Sub-total,116,030,Official Receiver’s Office,,,,,,122548,118085,131762,109976
2014,11,Confirmation of criminal record,122,010,Hong Kong Police Force,,,,,,8606,12988,9359,9889
2014,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1330,1429,1287,1287
2014,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,10176,10982,11072,11072
2014,11,Others,122,030,Hong Kong Police Force,,,,,,6321,7053,8964,8971
2014,11,Sub-total,122,030,Hong Kong Police Force,,,,,,26433,32452,30682,31219
2014,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,9060,9103,9234,9234
2014,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,5908,4385,4036,4036
2014,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,626,600,671,671
2014,11,Sub-total,143,030,Government Secretariat: Civil Service Bureau,,,,,,15594,14088,13941,13941
2014,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,38827,39759,38828,38828
2014,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,3,4,4,4
2014,11,Sub-total,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,38830,39763,38832,38832
2014,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,14856,15693,15501,15356
2014,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,33,35,35,35
2014,11,Sub-total,151,090,Government Secretariat: Security Bureau,,,,,,14889,15728,15536,15391
2014,11,"Government Secretariat: Commerce and Economic Development Bureau (Commerce, Industry and Tourism Branch)",152,,Government Secretariat: Security Bureau,,,,,,10513,11033,10531,10822
2014,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,9028,9944,9615,10424
2014,11,School fees for senior secondary classes,156,011,Government Secretariat: Education Bureau,,,,,,5,,,
2014,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education Bureau,,,,,,5076,5200,5200,5500
2014,11,Others,156,030,Government Secretariat: Education Bureau,,,,,,3281,3300,3500,3500
2014,11,Sub-total,156,030,Government Secretariat: Education Bureau,,,,,,8362,8500,8700,9000
2014,11,Radio Television Hong Kong,160,,Government Secretariat: Education Bureau,,,,,,1209,1195,1209,1221
2014,11,Rating and Valuation Department,162,,Government Secretariat: Education Bureau,,,,,,9439,4545,4608,4608
2014,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,95874,96844,95595,98319
2014,11,Others,168,020,Hong Kong Observatory,,,,,,1588,1694,1559,1145
2014,11,Sub-total,168,020,Hong Kong Observatory,,,,,,97462,98538,97154,99464
2014,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,16219,16311,17579,17839
2014,11,Others,170,020,Social Welfare Department,,,,,,1382,1557,1431,991
2014,11,Sub-total,170,020,Social Welfare Department,,,,,,17601,17868,19010,18830
2014,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,11683,31521,50702,33643
2014,11,Film censorship fees,180,020,"Office for Film, Newspaper and Article Administration",,,,,,3966,3761,3984,3984
2014,11,Others,180,030,"Office for Film, Newspaper and Article Administration",,,,,,613,636,680,680
2014,11,Sub-total,180,030,"Office for Film, Newspaper and Article Administration",,,,,,4579,4397,4664,4664
2014,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,312,341,322,328
2014,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,602,486,501,419
2014,11,Others,181,040,Trade and Industry Department,,,,,,11731,10959,11479,10869
2014,11,Sub-total,181,040,Trade and Industry Department,,,,,,12645,11786,12302,11616
2014,11,Vehicle and driving licences,186,010,Transport Department,,,,,,3526417,3671243,3665812,3816017
2014,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,297314,302521,316503,317072
2014,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1797,1786,1813,1904
2014,11,Vehicle examination fees,186,050,Transport Department,,,,,,65570,66981,65377,66537
2014,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,28624,25723,29088,26664
2014,11,Others,186,060,Transport Department,,,,,,13575,14192,15153,15376
2014,11,Sub-total,186,060,Transport Department,,,,,,3933297,4082446,4093746,4243570
2014,11,Others,188,040,Treasury,,,,,,40847,46625,57172,53726
2014,11,Other bureaux/departments,200,,Treasury,,,,,,18594,18200,17877,17649
2014,11,Total,,,,,,,,,11590146,11435631,11944920,14247966
2014,21,Operational expenses,000,,Recurrent,,,,,,92388,94481,95347,99112
2014,21,"Total, Recurrent",,,,,,,,,92388,94481,95347,99112
2014,21,"Total, Operating Account",,,,,,,,,92388,94481,95347,99112
2014,21,Total Expenditure,,,,,,,,,92388,94481,95347,99112
2014,22,Operational expenses,000,,Recurrent,,,,,,982608,1034123,1034023,1087414
2014,22,"Total, Recurrent",,,,,,,,,982608,1034123,1034023,1087414
2014,22,General non-recurrent,700,,Non-Recurrent,,,,,,951824,521842,95342,281000
2014,22,"Total, Non-Recurrent",,,,,,,,,951824,521842,95342,281000
2014,22,"Total, Operating Account",,,,,,,,,1934432,1555965,1129365,1368414
2014,22,Works,600,,"Plant, Equipment and Works",,,,,,1021,3000,3000,3675
2014,22,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,7911,4900,3500,3987
2014,22,Minor irrigation works in the New Territories (block vote),609,,"Plant, Equipment and Works",,,,,,925,980,960,1640
2014,22,Minor recreational facilities and roadworks in country parks (block vote),610,,"Plant, Equipment and Works",,,,,,11250,9104,6947,9791
2014,22,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,9001,5290,7778,8271
2014,22,"Total, Plant, Equipment and Works",,,,,,,,,30108,23274,22185,27364
2014,22,"Total, Capital Account",,,,,,,,,30108,23274,22185,27364
2014,22,Total Expenditure,,,,,,,,,1964540,1579239,1151550,1395778
2014,23,Operational expenses,000,,Recurrent,,,,,,68089,74287,74606,80590
2014,23,"Total, Recurrent",,,,,,,,,68089,74287,74606,80590
2014,23,"Total, Operating Account",,,,,,,,,68089,74287,74606,80590
2014,23,"Minor plant, vehicles and equipment (block vote)",,,"Plant, Equipment and Works",,,,,,3872,871,,
2014,23,"Total, Plant, Equipment and Works",,,,,,,,,3872,871,,
2014,23,"Total, Capital Account",,,,,,,,,3872,871,,
2014,23,Total Expenditure,,,,,,,,,71961,75158,74606,80590
2014,24,Operational expenses,000,,Recurrent,,,,,,132968,137368,140561,144428
2014,24,"Total, Recurrent",,,,,,,,,132968,137368,140561,144428
2014,24,"Total, Operating Account",,,,,,,,,132968,137368,140561,144428
2014,24,Total Expenditure,,,,,,,,,132968,137368,140561,144428
2014,25,Operational expenses,000,,Recurrent,,,,,,1673413,1733990,1759454,1806239
2014,25,"Total, Recurrent",,,,,,,,,1673413,1733990,1759454,1806239
2014,25,"Total, Operating Account",,,,,,,,,1673413,1733990,1759454,1806239
2014,25,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,,,,462
2014,25,"Total, Plant, Equipment and Works",,,,,,,,,,,,462
2014,25,"Total, Capital Account",,,,,,,,,,,,462
2014,25,Total Expenditure,,,,,,,,,1673413,1733990,1759454,1806701
2014,26,Operational expenses,000,,Recurrent,,,,,,547274,583890,551600,615131
2014,26,"Total, Recurrent",,,,,,,,,547274,583890,551600,615131
2014,26,General non-recurrent,,,Non-Recurrent,,,,,,3351,6823,400,
2014,26,"Total, Non-Recurrent",,,,,,,,,3351,6823,400,
2014,26,"Total, Operating Account",,,,,,,,,550625,590713,552000,615131
2014,26,Total Expenditure,,,,,,,,,550625,590713,552000,615131
2014,27,Operational expenses,000,,Recurrent,,,,,,86651,95563,96162,94295
2014,27,"Total, Recurrent",,,,,,,,,86651,95563,96162,94295
2014,27,"Total, Operating Account",,,,,,,,,86651,95563,96162,94295
2014,27,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,1700,690,690,1392
2014,27,"Total, Plant, Equipment and Works",,,,,,,,,1700,690,690,1392
2014,27,"Total, Capital Account",,,,,,,,,1700,690,690,1392
2014,27,Total Expenditure,,,,,,,,,88351,96253,96852,95687
2014,28,Operational expenses,000,,Recurrent,,,,,,824929,845090,849911,854503
2014,28,Airport insurance,170,,Recurrent,,,,,,7422,8145,7048,7595
2014,28,"Total, Recurrent",,,,,,,,,832351,853235,856959,862098
2014,28,"Total, Operating Account",,,,,,,,,832351,853235,856959,862098
2014,28,"Minor plant, vehicles and equipment (block vote)",,,"Plant, Equipment and Works",,,,,,,578,578,
2014,28,"Total, Plant, Equipment and Works",,,,,,,,,,578,578,
2014,28,"Total, Capital Account",,,,,,,,,,578,578,
2014,28,Total Expenditure,,,,,,,,,832351,853813,857537,862098
2014,30,Operational expenses,000,,Recurrent,,,,,,2975366,3059565,3092198,3185672
2014,30,Provisions for institutions,118,,Recurrent,,,,,,90680,97240,97240,101001
2014,30,Earnings scheme for persons in custody,193,,Recurrent,,,,,,35858,37596,37596,39325
2014,30,"Total, Recurrent",,,,,,,,,3101904,3194401,3227034,3325998
2014,30,"Total, Operating Account",,,,,,,,,3101904,3194401,3227034,3325998
2014,30,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,7919,10540,,10605
2014,30,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,30307,30961,30599,30307
2014,30,"Total, Plant, Equipment and Works",,,,,,,,,38226,41501,30599,40912
2014,30,"Total, Capital Account",,,,,,,,,38226,41501,30599,40912
2014,30,Total Expenditure,,,,,,,,,3140130,3235902,3257633,3366910
