2010,10,Sewage charge,080,010,Sewage services,,,,,,493790,544600,549300,606500
2010,10,Trade effluent surcharge,080,020,Sewage services,,,,,,194657,174300,182300,185100
2010,10,Others,080,030,Sewage services,,,,,,2301,2571,2486,2536
2010,10,Sub-total,080,030,Sewage services,,,,,,690748,721471,734086,794136
2010,10,Total,,030,,,,,,,3320350,3412827,3382820,3480471
2010,11,Markets,022,010,"Agriculture, Fisheries and Conservation Department",,,,,,64773,59531,54852,68707
2010,11,Agricultural services and products,022,020,"Agriculture, Fisheries and Conservation Department",,,,,,583,793,595,595
2010,11,Others,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,29939,32761,29711,29694
2010,11,Sub-total,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,95295,93085,85158,98996
2010,11,Audit Commission,024,,"Agriculture, Fisheries and Conservation Department",,,,,,3415,9433,9032,9194
2010,11,Services to trading funds and subvented projects,025,025,Architectural Services Department,,,,,,8737,6442,10707,5907
2010,11,Others,025,030,Architectural Services Department,,,,,,4306,354,362,362
2010,11,Sub-total,025,030,Architectural Services Department,,,,,,13043,6796,11069,6269
2010,11,Census and Statistics Department,026,,Architectural Services Department,,,,,,5025,10989,16510,10503
2010,11,Civil Aid Service,027,,Architectural Services Department,,,,,,20,44,175,124
2010,11,Services to the Airport Authority,028,010,Civil Aviation Department,,,,,,640040,704936,658510,676483
2010,11,Aircraft en route navigation charges,028,020,Civil Aviation Department,,,,,,191972,199374,173267,176602
2010,11,Licences,028,030,Civil Aviation Department,,,,,,74499,68204,67544,66316
2010,11,Others,028,040,Civil Aviation Department,,,,,,1621,1324,959,1182
2010,11,Sub-total,028,040,Civil Aviation Department,,,,,,908132,973838,900280,920583
2010,11,Recovery other than cost of raw materials for correctional services industries,030,010,Correctional Services Department,,,,,,379,200,200,200
2010,11,Laundry charges,030,015,Correctional Services Department,,,,,,2949,2925,3006,3006
2010,11,Others,030,020,Correctional Services Department,,,,,,288,319,398,398
2010,11,Sub-total,030,020,Correctional Services Department,,,,,,3616,3444,3604,3604
2010,11,Import and export declarations,031,010,Customs and Excise Department,,,,,,1263200,1369703,1125101,1226134
2010,11,Bonded warehouse supervision charges,031,020,Customs and Excise Department,,,,,,273,230,296,296
2010,11,Clothing industry training levy service charges,031,030,Customs and Excise Department,,,,,,625,625,317,317
2010,11,Denaturing fees,031,040,Customs and Excise Department,,,,,,721,573,1272,1272
2010,11,Import and export licences,031,071,Customs and Excise Department,,,,,,1996,2202,1762,1762
2010,11,Warehouse licences,031,072,Customs and Excise Department,,,,,,577,539,597,597
2010,11,Miscellaneous licences,031,080,Customs and Excise Department,,,,,,1438,1360,1350,1331
2010,11,Storage fees,031,090,Customs and Excise Department,,,,,,,1,1,1
2010,11,Others,031,100,Customs and Excise Department,,,,,,17108,18013,17818,18004
2010,11,Sub-total,031,100,Customs and Excise Department,,,,,,1285938,1393246,1148514,1249714
2010,11,Hong Kong companies registration fees,032,010,Companies Registry,,,,,,85600,61192,81257,81257
2010,11,Works executed on private account,033,010,Civil Engineering and Development Department,,,,,,1108,40405,13478,100950
2010,11,"Dangerous goods, mining and prospecting licences",033,011,Civil Engineering and Development Department,,,,,,1226,1464,1460,2400
2010,11,Explosives permit and storage fees,033,012,Civil Engineering and Development Department,,,,,,8193,8803,9600,26000
2010,11,Mud disposal,033,013,Civil Engineering and Development Department,,,,,,7096,2549,9592,9435
2010,11,Disposal of construction waste at public fill reception facilities,033,014,Civil Engineering and Development Department,,,,,,135867,170000,170000,220000
2010,11,Others,033,030,Civil Engineering and Development Department,,,,,,167,161,183,246
2010,11,Sub-total,033,030,Civil Engineering and Development Department,,,,,,153657,223382,204313,359031
2010,11,"Dangerous drugs, pharmacy, poisons and other licences",037,010,Department of Health,,,,,,22122,21608,23527,24602
2010,11,Out-patient charges,037,030,Department of Health,,,,,,32066,32236,32395,32467
2010,11,Dental charges,037,040,Department of Health,,,,,,8645,8818,8368,8168
2010,11,"Medical and health charges other than hospital, out-patient and dental charges",037,050,Department of Health,,,,,,27286,27762,27801,28313
2010,11,Registrations and certificates of medical and supplementary medical professionals,037,060,Department of Health,,,,,,23728,24081,24204,24206
2010,11,Others,037,070,Department of Health,,,,,,512,493,528,485
2010,11,Sub-total,037,070,Department of Health,,,,,,114359,114998,116823,118241
2010,11,Works executed on private account,039,010,Drainage Services Department,,,,,,1,30,24,24
2010,11,Others,039,030,Drainage Services Department,,,,,,900,854,1262,737
2010,11,Sub-total,039,030,Drainage Services Department,,,,,,901,884,1286,761
2010,11,Services to Electrical and Mechanical Services Trading Fund,042,025,Electrical and Mechanical Services Department,,,,,,34270,34040,30299,33680
2010,11,"Registration, certification and permit fees",042,027,Electrical and Mechanical Services Department,,,,,,38654,36547,36895,49056
2010,11,Others,042,030,Electrical and Mechanical Services Department,,,,,,21,11,20,20
2010,11,Sub-total,042,030,Electrical and Mechanical Services Department,,,,,,72945,70598,67214,82756
2010,11,Chemical waste charging scheme,044,010,Environmental Protection Department,,,,,,31597,32000,29000,29000
2010,11,MARPOL waste charging scheme,044,015,Environmental Protection Department,,,,,,45895,41000,45000,45000
2010,11,Waste disposal charges,044,017,Environmental Protection Department,,,,,,48289,52000,52000,54000
2010,11,Licence and permit fees,044,020,Environmental Protection Department,,,,,,9056,8696,9611,9429
2010,11,Producer Responsibility Scheme,044,025,Environmental Protection Department,,,,,,,,13000,26000
2010,11,Others,044,030,Environmental Protection Department,,,,,,713,678,658,387
2010,11,Sub-total,044,030,Environmental Protection Department,,,,,,135550,134374,149269,163816
2010,11,Dangerous goods licences,045,010,Fire Services Department,,,,,,10491,10238,10244,10244
2010,11,Official certificates and fire reports,045,012,Fire Services Department,,,,,,5823,5909,5803,5803
2010,11,Others,045,020,Fire Services Department,,,,,,1038,903,1103,1103
2010,11,Sub-total,045,020,Fire Services Department,,,,,,17352,17050,17150,17150
2010,11,Government Secretariat: Office of the Government Chief Information Officer,047,,Fire Services Department,,,,,,6431,4933,6133,5987
2010,11,Services to the Hospital Authority,048,015,Government Laboratory,,,,,,7287,7905,7750,7219
2010,11,Others,048,020,Government Laboratory,,,,,,5986,5454,5454,5912
2010,11,Sub-total,048,020,Government Laboratory,,,,,,13273,13359,13204,13131
2010,11,Licences and permits,049,010,Food and Environmental Hygiene Department,,,,,,248620,243589,123918,219587
2010,11,Meat inspection,049,020,Food and Environmental Hygiene Department,,,,,,20848,20664,22864,22864
2010,11,Cemeteries and crematoria,049,030,Food and Environmental Hygiene Department,,,,,,63126,89736,124384,61023
2010,11,Others,049,040,Food and Environmental Hygiene Department,,,,,,3370,2868,1857,9111
2010,11,Sub-total,049,040,Food and Environmental Hygiene Department,,,,,,335964,356857,273023,312585
2010,11,Management and air conditioning charges,051,010,Government Property Agency,,,,,,77984,69482,69412,67964
2010,11,Others,051,020,Government Property Agency,,,,,,5315,4707,5948,5273
2010,11,Sub-total,051,020,Government Property Agency,,,,,,83299,74189,75360,73237
2010,11,Government Secretariat: Commerce and Economic Development Bureau (Communications and Technology Branch),055,,Government Property Agency,,,,,,,,460,700
2010,11,Printing services,059,010,Government Logistics Department,,,,,,227885,200300,240851,230000
2010,11,Advertisements,059,020,Government Logistics Department,,,,,,21887,20834,23718,22000
2010,11,Government transport,059,030,Government Logistics Department,,,,,,15750,16293,16749,18018
2010,11,Others,059,040,Government Logistics Department,,,,,,10716,9023,9996,9111
2010,11,Sub-total,059,040,Government Logistics Department,,,,,,276238,246450,291314,279129
2010,11,Works executed on private account,060,010,Highways Department,,,,,,2377,3274,3274,3274
2010,11,Excavation permits,060,020,Highways Department,,,,,,118963,122050,130505,130505
2010,11,Others,060,030,Highways Department,,,,,,1464,1600,2200,1680
2010,11,Sub-total,060,030,Highways Department,,,,,,122804,126924,135979,135459
2010,11,Guesthouse licences,063,015,Home Affairs Department,,,,,,9629,4606,3625,4970
2010,11,Clubhouse certificates,063,016,Home Affairs Department,,,,,,14237,14180,13340,15039
2010,11,Karaoke establishments licences and permits,063,020,Home Affairs Department,,,,,,53,32,37,42
2010,11,Others,063,030,Home Affairs Department,,,,,,2523,2691,3256,3298
2010,11,Sub-total,063,030,Home Affairs Department,,,,,,26442,21509,20258,23349
2010,11,Chinese nationality applications,070,012,Immigration Department,,,,,,4211,4509,3708,3277
2010,11,Travel documents,070,020,Immigration Department,,,,,,190228,219135,195540,199878
2010,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,120998,132128,108370,116781
2010,11,Certification fees,070,040,Immigration Department,,,,,,6331,6747,7810,9208
2010,11,Replacement of identity cards,070,060,Immigration Department,,,,,,37151,36683,35810,37225
2010,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,37002,37911,36978,39444
2010,11,Marriage registration fees,070,080,Immigration Department,,,,,,55484,52254,57286,54291
2010,11,Others,070,090,Immigration Department,,,,,,29564,16391,16678,13332
2010,11,Sub-total,070,090,Immigration Department,,,,,,480969,505758,462180,473436
2010,11,Sale of publications,074,010,Information Services Department,,,,,,8361,8560,7565,7565
2010,11,Others,074,020,Information Services Department,,,,,,652,510,510,510
2010,11,Sub-total,074,020,Information Services Department,,,,,,9013,9070,8075,8075
2010,11,Business registration fees,076,010,Inland Revenue Department,,,,,,154448,1450000,580000,26000
2010,11,Others,076,020,Inland Revenue Department,,,,,,16347,18346,17601,17562
2010,11,Sub-total,076,020,Inland Revenue Department,,,,,,170795,1468346,597601,43562
2010,11,Patents fees,078,010,Intellectual Property Department,,,,,,17500,17746,17275,17292
2010,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,80741,84873,84907,84913
2010,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,7929,8307,7376,7405
2010,11,Others,078,040,Intellectual Property Department,,,,,,115,81,59,59
2010,11,Sub-total,078,040,Intellectual Property Department,,,,,,106285,111007,109617,109669
2010,11,Commission,080,010,Judiciary,,,,,,7337,6626,9506,9615
2010,11,Court fees,080,020,Judiciary,,,,,,157615,143738,168588,168588
2010,11,Possession,080,030,Judiciary,,,,,,539,555,483,483
2010,11,Others,080,040,Judiciary,,,,,,12033,12353,12040,12041
2010,11,Sub-total,080,040,Judiciary,,,,,,177524,163272,190617,190727
2010,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,186214,177555,156862,163439
2010,11,Works executed on private account,082,020,Buildings Department,,,,,,181,160,123,104
2010,11,Others,082,030,Buildings Department,,,,,,642,760,1140,1024
2010,11,Sub-total,082,030,Buildings Department,,,,,,187037,178475,158125,164567
2010,11,Labour Department,090,,Buildings Department,,,,,,20817,22291,21965,21905
2010,11,Administrative and legal land services,091,010,Lands Department,,,,,,52423,38499,49538,47238
2010,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,5593,3996,3799,2771
2010,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,95,98,121,118
2010,11,Excavation permits,091,020,Lands Department,,,,,,10572,9804,10492,10436
2010,11,Works executed on private account,091,040,Lands Department,,,,,,138,389,1205,275
2010,11,Services to KCRC,091,042,Lands Department,,,,,,33384,40391,15514,27221
2010,11,Services to MTRCL,091,046,Lands Department,,,,,,5221,24446,18285,47208
2010,11,Others,091,050,Lands Department,,,,,,18181,18211,20650,19399
2010,11,Sub-total,091,050,Lands Department,,,,,,125607,135834,119604,154666
2010,11,Department of Justice,092,,Lands Department,,,,,,10668,8786,7770,2333
2010,11,Legal Aid Department,094,,Lands Department,,,,,,196498,212821,199023,197969
2010,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,436873,554409,564414,563240
2010,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,37558,37967,37729,38288
2010,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,626,620,653,653
2010,11,Others,095,040,Leisure and Cultural Services Department,,,,,,21804,25173,25673,26094
2010,11,Sub-total,095,040,Leisure and Cultural Services Department,,,,,,496861,618169,628469,628275
2010,11,Anchorage,100,010,Marine Department,,,,,,22283,16700,30900,30900
2010,11,Buoy,100,020,Marine Department,,,,,,26408,25285,23000,22650
2010,11,Permit fees,100,030,Marine Department,,,,,,104181,100581,105578,105580
2010,11,Cargo working area charges,100,040,Marine Department,,,,,,131573,142623,116151,120398
2010,11,Examination and registration fees,100,050,Marine Department,,,,,,79096,72408,62025,52529
2010,11,Vessel licences,100,070,Marine Department,,,,,,31520,31350,20750,27380
2010,11,Port and light dues,100,080,Marine Department,,,,,,236212,210800,233030,232056
2010,11,Port clearance fees,100,090,Marine Department,,,,,,21003,19750,15250,13100
2010,11,Survey fees,100,100,Marine Department,,,,,,27665,23219,25942,24011
2010,11,Others,100,110,Marine Department,,,,,,4612,4001,4599,4322
2010,11,Sub-total,100,110,Marine Department,,,,,,684553,646717,637225,632926
2010,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,94008,94600,81962,72990
2010,11,Liquidation,116,020,Official Receiver’s Office,,,,,,31028,38800,72351,31764
2010,11,Others,116,030,Official Receiver’s Office,,,,,,207,200,209,209
2010,11,Sub-total,116,030,Official Receiver’s Office,,,,,,125243,133600,154522,104963
2010,11,Certificates of no criminal record,122,010,Hong Kong Police Force,,,,,,4253,4557,4057,4057
2010,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1140,1071,1223,1223
2010,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,10481,10486,10778,10778
2010,11,Others,122,030,Hong Kong Police Force,,,,,,5609,5678,5650,5650
2010,11,Sub-total,122,030,Hong Kong Police Force,,,,,,21483,21792,21708,21708
2010,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,6071,7737,7703,7623
2010,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,2062,1500,3134,3000
2010,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,51,443,503,452
2010,11,Sub-total,143,030,Government Secretariat: Civil Service Bureau,,,,,,8184,9680,11340,11075
2010,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42289,42488,42260,42260
2010,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,1,1,6,6
2010,11,Sub-total,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42290,42489,42266,42266
2010,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,14464,14363,14935,15845
2010,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,3,29,27,50
2010,11,Sub-total,151,090,Government Secretariat: Security Bureau,,,,,,14467,14392,14962,15895
2010,11,"Government Secretariat: Commerce and Economic Development Bureau (Commerce, Industry and Tourism Branch)",152,,Government Secretariat: Security Bureau,,,,,,9182,8901,1956,7209
2010,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,6758,6492,7379,7975
2010,11,School fees for senior secondary classes,156,011,Government Secretariat: Education Bureau,,,,,,12482,,4,
2010,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education Bureau,,,,,,3809,4093,3937,4764
2010,11,Others,156,030,Government Secretariat: Education Bureau,,,,,,3368,3596,3513,3720
2010,11,Sub-total,156,030,Government Secretariat: Education Bureau,,,,,,19659,7689,7454,8484
2010,11,Radio Television Hong Kong,160,,Government Secretariat: Education Bureau,,,,,,622,591,925,834
2010,11,Rating and Valuation Department,162,,Government Secretariat: Education Bureau,,,,,,4308,4617,5318,5239
2010,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,80450,79158,83764,84685
2010,11,Others,168,020,Hong Kong Observatory,,,,,,1644,1523,1492,1430
2010,11,Sub-total,168,020,Hong Kong Observatory,,,,,,82094,80681,85256,86115
2010,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,18320,16155,15344,14741
2010,11,Others,170,020,Social Welfare Department,,,,,,3502,3538,3604,3627
2010,11,Sub-total,170,020,Social Welfare Department,,,,,,21822,19693,18948,18368
2010,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,21096,25353,23896,26448
2010,11,Entertainment licences,180,010,Television and Entertainment Licensing Authority,,,,,,16995,19536,19142,18820
2010,11,Film censorship fees,180,020,Television and Entertainment Licensing Authority,,,,,,2623,2501,2753,2753
2010,11,Broadcasting licences,180,025,Television and Entertainment Licensing Authority,,,,,,31775,34527,38187,35171
2010,11,Others,180,030,Television and Entertainment Licensing Authority,,,,,,1394,1413,813,569
2010,11,Sub-total,180,030,Television and Entertainment Licensing Authority,,,,,,52787,57977,60895,57313
2010,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,1674,1330,490,250
2010,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,2051,1787,1432,1009
2010,11,Others,181,040,Trade and Industry Department,,,,,,29489,28404,22652,18579
2010,11,Sub-total,181,040,Trade and Industry Department,,,,,,33214,31521,24574,19838
2010,11,Vehicle and driving licences,186,010,Transport Department,,,,,,3177798,3192596,2763595,3025574
2010,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,243825,260325,232573,243044
2010,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1667,1363,1661,1670
2010,11,Vehicle examination fees,186,050,Transport Department,,,,,,58312,62112,54378,55776
2010,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,34920,28738,42014,38513
2010,11,Others,186,060,Transport Department,,,,,,11463,11105,9612,11343
2010,11,Sub-total,186,060,Transport Department,,,,,,3527985,3556239,3103833,3375920
2010,11,Others,188,040,Treasury,,,,,,45457,46692,45127,44470
2010,11,Other bureaux/departments,200,,Treasury,,,,,,7728,13962,21089,15260
2010,11,Total,,,,,,,,,10470305,12120481,10419104,10463066
2010,21,Operational expenses,000,,Recurrent,,,,,,80747,84507,84507,82591
2010,21,"Total, Recurrent",,,,,,,,,80747,84507,84507,82591
2010,21,"Total, Operating Account",,,,,,,,,80747,84507,84507,82591
2010,21,Total Expenditure,,,,,,,,,80747,84507,84507,82591
2010,22,Operational expenses,000,,Recurrent,,,,,,817792,855027,833938,899447
2010,22,"Total, Recurrent",,,,,,,,,817792,855027,833938,899447
2010,22,General non-recurrent,700,,Non-Recurrent,,,,,,242535,45265,19416,15489
2010,22,"Total, Non-Recurrent",,,,,,,,,242535,45265,19416,15489
2010,22,"Total, Operating Account",,,,,,,,,1060327,900292,853354,914936
2010,22,Works,600,,"Plant, Equipment and Works",,,,,,3030,4050,2663,1342
2010,22,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,,7525,525,8462
2010,22,Minor irrigation works in the New Territories (block vote),609,,"Plant, Equipment and Works",,,,,,993,1140,1347,1440
2010,22,Minor recreational facilities and roadworks in country parks (block vote),610,,"Plant, Equipment and Works",,,,,,8690,11200,10993,11267
2010,22,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,7866,5861,7412,5657
2010,22,"Total, Plant, Equipment and Works",,,,,,,,,20579,29776,22940,28168
2010,22,"Total, Capital Account",,,,,,,,,20579,29776,22940,28168
2010,22,Total Expenditure,,,,,,,,,1080906,930068,876294,943104
2010,23,Operational expenses,000,,Recurrent,,,,,,63888,67866,66750,61572
2010,23,"Total, Recurrent",,,,,,,,,63888,67866,66750,61572
2010,23,"Total, Operating Account",,,,,,,,,63888,67866,66750,61572
2010,23,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,,2288,2288,3432
2010,23,"Total, Plant, Equipment and Works",,,,,,,,,,2288,2288,3432
2010,23,"Total, Capital Account",,,,,,,,,,2288,2288,3432
2010,23,Total Expenditure,,,,,,,,,63888,70154,69038,65004
2010,24,Operational expenses,000,,Recurrent,,,,,,120442,122364,118991,121638
2010,24,"Total, Recurrent",,,,,,,,,120442,122364,118991,121638
2010,24,"Total, Operating Account",,,,,,,,,120442,122364,118991,121638
2010,24,Total Expenditure,,,,,,,,,120442,122364,118991,121638
2010,25,Operational expenses,000,,Recurrent,,,,,,1454642,1521318,1515710,1535891
2010,25,Recoverable salaries and allowances (General),003,,Recurrent,,,,,1053,,,,
2010,25,"Total, Recurrent",,,,,,,,,1454642,1521318,1515710,1535891
2010,25,"Total, Operating Account",,,,,,,,,1454642,1521318,1515710,1535891
2010,25,Total Expenditure,,,,,,,,,1454642,1521318,1515710,1535891
2010,26,Operational expenses,000,,Recurrent,,,,,,470086,552479,501834,598995
2010,26,"Total, Recurrent",,,,,,,,,470086,552479,501834,598995
2010,26,General non-recurrent,,,Non-Recurrent,,,,,,625,945,945,
2010,26,"Total, Non-Recurrent",,,,,,,,,625,945,945,
2010,26,"Total, Operating Account",,,,,,,,,470711,553424,502779,598995
2010,26,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,,,150,170
2010,26,"Total, Plant, Equipment and Works",,,,,,,,,,,150,170
2010,26,"Total, Capital Account",,,,,,,,,,,150,170
2010,26,Total Expenditure,,,,,,,,,470711,553424,502929,599165
2010,27,Operational expenses,000,,Recurrent,,,,,,81356,81597,81519,78070
2010,27,"Total, Recurrent",,,,,,,,,81356,81597,81519,78070
2010,27,"Total, Operating Account",,,,,,,,,81356,81597,81519,78070
2010,27,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,800,470,470,198
2010,27,"Total, Plant, Equipment and Works",,,,,,,,,800,470,470,198
2010,27,"Total, Capital Account",,,,,,,,,800,470,470,198
2010,27,Total Expenditure,,,,,,,,,82156,82067,81989,78268
2010,28,Operational expenses,000,,Recurrent,,,,,,659460,703424,673841,717903
2010,28,Airport insurance,170,,Recurrent,,,,,,8855,9400,7832,8237
2010,28,"Total, Recurrent",,,,,,,,,668315,712824,681673,726140
2010,28,"Total, Operating Account",,,,,,,,,668315,712824,681673,726140
2010,28,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,,,,258
2010,28,"Total, Plant, Equipment and Works",,,,,,,,,,,,258
2010,28,"Total, Capital Account",,,,,,,,,,,,258
2010,28,Total Expenditure,,,,,,,,,668315,712824,681673,726398
2010,30,Operational expenses,000,,Recurrent,,,,,,2495276,2562214,2572015,2699703
2010,30,Provisions for institutions,118,,Recurrent,,,,,,75925,84686,78969,79593
2010,30,Prisoners’ earnings scheme,193,,Recurrent,,,,,,30090,30586,34312,34046
2010,30,"Total, Recurrent",,,,,,,,,2601291,2677486,2685296,2813342
2010,30,General non-recurrent,700,,Non-Recurrent,,,,,,1212,,545,255
2010,30,"Total, Non-Recurrent",,,,,,,,,1212,,545,255
2010,30,"Total, Operating Account",,,,,,,,,2602503,2677486,2685841,2813597
2010,30,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,3564,3690,3076,12873
