2009,10,Others,040,030,Marine ferry terminals,,,,,,6250,6805,6881,6891
2009,10,Sub-total,040,030,Marine ferry terminals,,,,,,223986,206665,207606,232450
2009,10,Chargeable water,070,010,Waterworks,,,,,,2414631,2528000,2419400,2433900
2009,10,Fees and licences,070,020,Waterworks,,,,,,14646,14475,14041,13760
2009,10,Others,070,040,Waterworks,,,,,,13033,12649,12321,11246
2009,10,Sub-total,070,040,Waterworks,,,,,,2442310,2555124,2445762,2458906
2009,10,Sewage charge,080,010,Sewage services,,,,,,465772,524800,495500,544600
2009,10,Trade effluent surcharge,080,020,Sewage services,,,,,,209291,225100,184800,174300
2009,10,Others,080,030,Sewage services,,,,,,2280,2330,2519,2571
2009,10,Sub-total,080,030,Sewage services,,,,,,677343,752230,682819,721471
2009,10,Total,,030,,,,,,,3343639,3514019,3336187,3412827
2009,11,Markets,022,010,"Agriculture, Fisheries and Conservation Department",,,,† After Budget revenue measures.,,65361,62475,62765,59531
2009,11,Agricultural services and products,022,020,"Agriculture, Fisheries and Conservation Department",,,,,,797,835,818,793
2009,11,Others,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,35189,32848,32770,32761
2009,11,Sub-total,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,101347,96158,96353,93085
2009,11,Audit Commission,024,,"Agriculture, Fisheries and Conservation Department",,,,,,3265,3358,3449,9433
2009,11,Services to trading funds and subvented projects,025,025,Architectural Services Department,,,,,,3063,2906,10958,6442
2009,11,Others,025,030,Architectural Services Department,,,,,,338,367,354,354
2009,11,Sub-total,025,030,Architectural Services Department,,,,,,3401,3273,11312,6796
2009,11,Census and Statistics Department,026,,Architectural Services Department,,,,,,16788,11082,11001,10989
2009,11,Civil Aid Service,027,,Architectural Services Department,,,,,,66,89,44,44
2009,11,Services to the Airport Authority,028,010,Civil Aviation Department,,,,,,649162,698070,644491,704936
2009,11,Aircraft en route navigation charges,028,020,Civil Aviation Department,,,,,,200970,217029,205642,199374
2009,11,Licences,028,030,Civil Aviation Department,,,,,,65683,70484,67699,68204
2009,11,Others,028,040,Civil Aviation Department,,,,,,1760,1776,1569,1324
2009,11,Sub-total,028,040,Civil Aviation Department,,,,,,917575,987359,919401,973838
2009,11,Recovery other than cost of raw materials for correctional services industries,030,010,Correctional Services Department,,,,,,676,200,300,200
2009,11,Laundry charges,030,015,Correctional Services Department,,,,,,2895,2863,2925,2925
2009,11,Others,030,020,Correctional Services Department,,,,,,289,325,319,319
2009,11,Sub-total,030,020,Correctional Services Department,,,,,,3860,3388,3544,3444
2009,11,Import and export declarations,031,010,Customs and Excise Department,,,,,,1278518,1247479,1383543,1369703
2009,11,Bonded warehouse supervision charges,031,020,Customs and Excise Department,,,,,,296,219,230,230
2009,11,Clothing industry training levy service charges,031,030,Customs and Excise Department,,,,,,683,683,625,625
2009,11,Denaturing fees,031,040,Customs and Excise Department,,,,,,358,303,573,573
2009,11,Import and export licences,031,071,Customs and Excise Department,,,,,,3180,3758,2202,2202
2009,11,Warehouse licences,031,072,Customs and Excise Department,,,,,,674,674,539,539
2009,11,Miscellaneous licences,031,080,Customs and Excise Department,,,,,,1597,1540,1375,1360
2009,11,Storage fees,031,090,Customs and Excise Department,,,,,,3,5,1,1
2009,11,Others,031,100,Customs and Excise Department,,,,,,19409,21142,17851,18013
2009,11,Sub-total,031,100,Customs and Excise Department,,,,,,1304718,1275803,1406939,1393246
2009,11,Hong Kong companies registration fees,032,010,Companies Registry,,,,,,98669,85337,82209,61192
2009,11,Works executed on private account,033,010,Civil Engineering and Development Department,,,,,,122077,414,1280,40405
2009,11,"Dangerous goods, mining and prospecting licences",033,011,Civil Engineering and Development Department,,,,,,1430,1350,1245,1464
2009,11,Explosives permit and storage fees,033,012,Civil Engineering and Development Department,,,,,,7918,7500,6942,8803
2009,11,Mud disposal,033,013,Civil Engineering and Development Department,,,,,,10298,8862,8862,2549
2009,11,Disposal of construction waste at public fill reception facilities,033,014,Civil Engineering and Development Department,,,,,,93030,148000,136000,170000
2009,11,Others,033,030,Civil Engineering and Development Department,,,,,,280,188,178,161
2009,11,Sub-total,033,030,Civil Engineering and Development Department,,,,,,235033,166314,154507,223382
2009,11,"Dangerous drugs, pharmacy, poisons and other licences",037,010,Department of Health,,,,,,19721,19649,21675,21608
2009,11,Out-patient charges,037,030,Department of Health,,,,,,32283,34679,32193,32236
2009,11,Dental charges,037,040,Department of Health,,,,,,9028,8850,8818,8818
2009,11,"Medical and health charges other than hospital, out-patient and dental charges",037,050,Department of Health,,,,,,26649,27191,27294,27762
2009,11,Registrations and certificates of medical and supplementary medical professionals,037,060,Department of Health,,,,,,23010,24174,23766,24081
2009,11,Others,037,070,Department of Health,,,,,,670,474,491,493
2009,11,Sub-total,037,070,Department of Health,,,,,,111361,115017,114237,114998
2009,11,Works executed on private account,039,010,Drainage Services Department,,,,,,57,60,30,30
2009,11,Others,039,030,Drainage Services Department,,,,,,1017,999,866,854
2009,11,Sub-total,039,030,Drainage Services Department,,,,,,1074,1059,896,884
2009,11,Services to Electrical and Mechanical Services Trading Fund,042,025,Electrical and Mechanical Services Department,,,,,,37275,32574,32574,34040
2009,11,"Registration, certification and permit fees",042,027,Electrical and Mechanical Services Department,,,,,,48348,39110,38829,36547
2009,11,Others,042,030,Electrical and Mechanical Services Department,,,,,,10,11,30,11
2009,11,Sub-total,042,030,Electrical and Mechanical Services Department,,,,,,85633,71695,71433,70598
2009,11,Chemical waste charging scheme,044,010,Environmental Protection Department,,,,,,32982,35000,32000,32000
2009,11,MARPOL waste charging scheme,044,015,Environmental Protection Department,,,,,,41607,33000,38000,41000
2009,11,Waste disposal charges,044,017,Environmental Protection Department,,,,,,34893,39700,44500,52000
2009,11,Licence and permit fees,044,020,Environmental Protection Department,,,,,,9306,8954,9243,8696
2009,11,Others,044,030,Environmental Protection Department,,,,,,2536,569,295,678
2009,11,Sub-total,044,030,Environmental Protection Department,,,,,,121324,117223,124038,134374
2009,11,Dangerous goods licences,045,010,Fire Services Department,,,,,,10478,10156,10238,10238
2009,11,Official certificates and fire reports,045,012,Fire Services Department,,,,,,5655,5612,5909,5909
2009,11,Others,045,020,Fire Services Department,,,,,,687,774,926,903
2009,11,Sub-total,045,020,Fire Services Department,,,,,,16820,16542,17073,17050
2009,11,Government Secretariat: Office of the Government Chief Information Officer,047,,Fire Services Department,,,,,,4059,3423,6324,4933
2009,11,Services to the Hospital Authority,048,015,Government Laboratory,,,,,,6792,7997,7997,7905
2009,11,Others,048,020,Government Laboratory,,,,,,5677,5296,5296,5454
2009,11,Sub-total,048,020,Government Laboratory,,,,,,12469,13293,13293,13359
2009,11,Licences and permits,049,010,Food and Environmental Hygiene Department,,,,,,244655,239454,243709,243589
2009,11,Meat inspection,049,020,Food and Environmental Hygiene Department,,,,,,23132,25076,20664,20664
2009,11,Cemeteries and crematoria,049,030,Food and Environmental Hygiene Department,,,,,,61386,63696,65299,89736
2009,11,Others,049,040,Food and Environmental Hygiene Department,,,,,,3514,2712,3027,2868
2009,11,Sub-total,049,040,Food and Environmental Hygiene Department,,,,,,332687,330938,332699,356857
2009,11,Management and air conditioning charges,051,010,Government Property Agency,,,,,,74807,69247,71917,69482
2009,11,Others,051,020,Government Property Agency,,,,,,5584,5430,4775,4707
2009,11,Sub-total,051,020,Government Property Agency,,,,,,80391,74677,76692,74189
2009,11,Printing services,059,010,Government Logistics Department,,,,,,235678,223166,213716,200300
2009,11,Advertisements,059,020,Government Logistics Department,,,,,,23365,24993,20834,20834
2009,11,Government transport,059,030,Government Logistics Department,,,,,,15197,18479,16131,16293
2009,11,Others,059,040,Government Logistics Department,,,,,,13841,10135,10581,9023
2009,11,Sub-total,059,040,Government Logistics Department,,,,,,288081,276773,261262,246450
2009,11,Works executed on private account,060,010,Highways Department,,,,,,657,900,3012,3274
2009,11,Excavation permits,060,020,Highways Department,,,,,,108188,114600,116580,122050
2009,11,Others,060,030,Highways Department,,,,,,1657,1600,1600,1600
2009,11,Sub-total,060,030,Highways Department,,,,,,110502,117100,121192,126924
2009,11,Guesthouse licences,063,015,Home Affairs Department,,,,,,7273,9542,8338,4606
2009,11,Clubhouse certificates,063,016,Home Affairs Department,,,,,,14984,14048,13134,14180
2009,11,Karaoke establishments licences and permits,063,020,Home Affairs Department,,,,,,70,19,34,32
2009,11,Others,063,030,Home Affairs Department,,,,,,1878,1686,2597,2691
2009,11,Sub-total,063,030,Home Affairs Department,,,,,,24205,25295,24103,21509
2009,11,Chinese nationality applications,070,012,Immigration Department,,,,,,4674,5107,4734,4509
2009,11,Travel documents,070,020,Immigration Department,,,,,,212283,270369,212624,219135
2009,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,112266,129740,134497,132128
2009,11,Certification fees,070,040,Immigration Department,,,,,,5480,6869,5992,6747
2009,11,Replacement of identity cards,070,060,Immigration Department,,,,,,35599,32548,35937,36683
2009,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,33275,34512,34828,37911
2009,11,Marriage registration fees,070,080,Immigration Department,,,,,,56149,56734,55729,52254
2009,11,Others,070,090,Immigration Department,,,,,,29181,29438,23496,16391
2009,11,Sub-total,070,090,Immigration Department,,,,,,488907,565317,507837,505758
2009,11,Sale of publications,074,010,Information Services Department,,,,,,9415,9082,9060,8560
2009,11,Others,074,020,Information Services Department,,,,,,602,620,530,510
2009,11,Sub-total,074,020,Information Services Department,,,,,,10017,9702,9590,9070
2009,11,Business registration fees,076,010,Inland Revenue Department,,,,,,1565849,120000,120000,1450000
2009,11,Others,076,020,Inland Revenue Department,,,,,,14276,16594,16431,18346
2009,11,Sub-total,076,020,Inland Revenue Department,,,,,,1580125,136594,136431,1468346
2009,11,Patents fees,078,010,Intellectual Property Department,,,,,,16349,16103,17726,17746
2009,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,84973,85720,84909,84873
2009,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,8481,7942,8285,8307
2009,11,Others,078,040,Intellectual Property Department,,,,,,42,25,81,81
2009,11,Sub-total,078,040,Intellectual Property Department,,,,,,109845,109790,111001,111007
2009,11,Commission,080,010,Judiciary,,,,,,5491,5802,6495,6626
2009,11,Court fees,080,020,Judiciary,,,,,,141771,145868,148601,143738
2009,11,Possession,080,030,Judiciary,,,,,,674,553,555,555
2009,11,Others,080,040,Judiciary,,,,,,10808,10490,12336,12353
2009,11,Sub-total,080,040,Judiciary,,,,,,158744,162713,167987,163272
2009,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,187743,200139,177747,177555
2009,11,Works executed on private account,082,020,Buildings Department,,,,,,16,30,244,160
2009,11,Others,082,030,Buildings Department,,,,,,469,375,1426,760
2009,11,Sub-total,082,030,Buildings Department,,,,,,188228,200544,179417,178475
2009,11,Labour Department,090,,Buildings Department,,,,,,20288,20768,20831,22291
2009,11,Administrative and legal land services,091,010,Lands Department,,,,,,50480,39066,45659,38499
2009,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,5353,2987,4575,3996
2009,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,212,122,103,98
2009,11,Excavation permits,091,020,Lands Department,,,,,,9648,10621,9799,9804
2009,11,Works executed on private account,091,040,Lands Department,,,,,,1474,385,778,389
2009,11,Services to KCRC,091,042,Lands Department,,,,,,39262,43047,35856,40391
2009,11,Services to MTRCL,091,046,Lands Department,,,,,,48522,8613,5574,24446
2009,11,Others,091,050,Lands Department,,,,,,21961,18262,18493,18211
2009,11,Sub-total,091,050,Lands Department,,,,,,176912,123103,120837,135834
2009,11,Department of Justice,092,,Lands Department,,,,,,8851,4796,10941,8786
2009,11,Legal Aid Department,094,,Lands Department,,,,,,188573,194000,203926,212821
2009,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,601582,433934,412547,554409
2009,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,37825,38387,38346,37967
2009,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,592,619,620,620
2009,11,Others,095,040,Leisure and Cultural Services Department,,,,,,29209,23186,22507,25173
2009,11,Sub-total,095,040,Leisure and Cultural Services Department,,,,,,669208,496126,474020,618169
2009,11,Anchorage,100,010,Marine Department,,,,,,16642,15070,17500,16700
2009,11,Buoy,100,020,Marine Department,,,,,,28290,29051,26551,25285
2009,11,Permit fees,100,030,Marine Department,,,,,,116757,118699,105657,100581
2009,11,Cargo working area charges,100,040,Marine Department,,,,,,141882,145953,141579,142623
2009,11,Examination and registration fees,100,050,Marine Department,,,,,,64909,74585,78668,72408
2009,11,Vessel licences,100,070,Marine Department,,,,,,30659,33046,33000,31350
2009,11,Port and light dues,100,080,Marine Department,,,,,,240756,234000,221850,210800
2009,11,Port clearance fees,100,090,Marine Department,,,,,,22586,22470,20800,19750
2009,11,Survey fees,100,100,Marine Department,,,,,,23084,26794,27956,23219
2009,11,Others,100,110,Marine Department,,,,,,4331,4159,4429,4001
2009,11,Sub-total,100,110,Marine Department,,,,,,689896,703827,677990,646717
2009,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,119023,93500,94500,94600
2009,11,Liquidation,116,020,Official Receiver’s Office,,,,,,44430,37400,36600,38800
2009,11,Others,116,030,Official Receiver’s Office,,,,,,303,400,200,200
2009,11,Sub-total,116,030,Official Receiver’s Office,,,,,,163756,131300,131300,133600
2009,11,Certificates of no criminal record,122,010,Hong Kong Police Force,,,,,,3972,4197,4557,4557
2009,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1101,1026,1087,1071
2009,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,9030,9569,10486,10486
2009,11,Others,122,030,Hong Kong Police Force,,,,,,5292,5280,5678,5678
2009,11,Sub-total,122,030,Hong Kong Police Force,,,,,,19395,20072,21808,21792
2009,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,5727,5583,6354,7737
2009,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,1211,1100,1500,1500
2009,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,16,467,494,443
2009,11,Sub-total,143,030,Government Secretariat: Civil Service Bureau,,,,,,6954,7150,8348,9680
2009,11,Government Secretariat: Economic Development and Labour Bureau (Economic Development Branch),145,,Government Secretariat: Civil Service Bureau,,,,,,1552,,,
2009,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42340,43250,42488,42488
2009,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,,1,1,1
2009,11,Sub-total,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42340,43251,42489,42489
2009,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,14475,14535,15102,14363
2009,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,47,22,4,29
2009,11,Sub-total,151,090,Government Secretariat: Security Bureau,,,,,,14522,14557,15106,14392
2009,11,"Government Secretariat: Commerce and Economic Development Bureau (Commerce, Industry and Tourism Branch)",152,,Government Secretariat: Security Bureau,,,,,,7505,9011,9075,8901
2009,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,6407,6254,6534,6492
2009,11,School fees for senior secondary classes,156,011,Government Secretariat: Education Bureau,,,,,,80924,12003,12476,
2009,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education Bureau,,,,,,3661,3923,3810,4093
2009,11,Others,156,030,Government Secretariat: Education Bureau,,,,,,2900,3296,3234,3596
2009,11,Sub-total,156,030,Government Secretariat: Education Bureau,,,,,,87485,19222,19520,7689
2009,11,Radio Television Hong Kong,160,,Government Secretariat: Education Bureau,,,,,,596,674,591,591
2009,11,Rating and Valuation Department,162,,Government Secretariat: Education Bureau,,,,,,4691,4348,4610,4617
2009,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,78096,78993,79434,79158
2009,11,Others,168,020,Hong Kong Observatory,,,,,,1296,1553,1648,1523
2009,11,Sub-total,168,020,Hong Kong Observatory,,,,,,79392,80546,81082,80681
2009,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,14468,14692,19113,16155
2009,11,Others,170,020,Social Welfare Department,,,,,,3490,3501,3537,3538
2009,11,Sub-total,170,020,Social Welfare Department,,,,,,17958,18193,22650,19693
2009,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,17670,22571,22351,25353
2009,11,Entertainment licences,180,010,Television and Entertainment Licensing Authority,,,,,,17934,20720,19460,19536
2009,11,Film censorship fees,180,020,Television and Entertainment Licensing Authority,,,,,,2568,2397,2501,2501
2009,11,Broadcasting licences,180,025,Television and Entertainment Licensing Authority,,,,,,39713,34078,34527,34527
2009,11,Others,180,030,Television and Entertainment Licensing Authority,,,,,,1808,1824,1413,1413
2009,11,Sub-total,180,030,Television and Entertainment Licensing Authority,,,,,,62023,59019,57901,57977
2009,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,3440,2789,2189,1330
2009,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,2690,2742,2196,1787
2009,11,Others,181,040,Trade and Industry Department,,,,,,35993,36676,31757,28404
2009,11,Sub-total,181,040,Trade and Industry Department,,,,,,42123,42207,36142,31521
2009,11,Vehicle and driving licences,186,010,Transport Department,,,,,,3109226,2943770,3160425,3192596
2009,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,262193,265634,257871,260325
2009,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1755,1168,1302,1363
2009,11,Vehicle examination fees,186,050,Transport Department,,,,,,62839,61662,60662,62112
2009,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,51314,53327,32657,28738
2009,11,Others,186,060,Transport Department,,,,,,11848,11962,10900,11105
2009,11,Sub-total,186,060,Transport Department,,,,,,3499175,3337523,3523817,3556239
2009,11,Others,188,040,Treasury,,,,,,42446,42970,45701,46692
2009,11,Other bureaux/departments,200,,Treasury,,,,,,17736,12693,11714,13962
2009,11,Total,,,,,,,,,12296648,10394037,10533548,12120481
2009,21,Operational expenses,000,,Recurrent,,,,,,77429,79145,81406,84507
2009,21,"Total, Recurrent",,,,,,,,,77429,79145,81406,84507
2009,21,"Total, Operating Account",,,,,,,,,77429,79145,81406,84507
2009,21,Total Expenditure,,,,,,,,,77429,79145,81406,84507
2009,22,Operational expenses,000,,Recurrent,,,,,,769398,828626,829455,855027
2009,22,"Total, Recurrent",,,,,,,,,769398,828626,829455,855027
2009,22,General non-recurrent,700,,Non-Recurrent,,,,,,669162,47918,271933,45265
2009,22,"Total, Non-Recurrent",,,,,,,,,669162,47918,271933,45265
2009,22,"Total, Operating Account",,,,,,,,,1438560,876544,1101388,900292
2009,22,Works,600,,"Plant, Equipment and Works",,,,,,1800,3950,4250,4050
2009,22,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,354,441,,7525
2009,22,Minor irrigation works in the New Territories (block vote),609,,"Plant, Equipment and Works",,,,,,864,1140,1013,1140
2009,22,Minor recreational facilities and roadworks in country parks (block vote),610,,"Plant, Equipment and Works",,,,,,8832,10400,9330,11200
2009,22,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,7676,5070,6625,5861
2009,22,"Total, Plant, Equipment and Works",,,,,,,,,19526,21001,21218,29776
2009,22,"Total, Capital Account",,,,,,,,,19526,21001,21218,29776
2009,22,Total Expenditure,,,,,,,,,1458086,897545,1122606,930068
2009,23,Operational expenses,000,,Recurrent,,,,,,59738,63633,64410,67866
2009,23,"Total, Recurrent",,,,,,,,,59738,63633,64410,67866
2009,23,"Total, Operating Account",,,,,,,,,59738,63633,64410,67866
2009,23,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,,,,2288
2009,23,"Total, Plant, Equipment and Works",,,,,,,,,,,,2288
2009,23,"Total, Capital Account",,,,,,,,,,,,2288
2009,23,Total Expenditure,,,,,,,,,59738,63633,64410,70154
2009,24,Operational expenses,000,,Recurrent,,,,,,114522,119263,121397,122364
2009,24,"Total, Recurrent",,,,,,,,,114522,119263,121397,122364
2009,24,"Total, Operating Account",,,,,,,,,114522,119263,121397,122364
2009,24,Total Expenditure,,,,,,,,,114522,119263,121397,122364
2009,25,Operational expenses,000,,Recurrent,,,,,,1391110,1432348,1470144,1521318
2009,25,Recoverable salaries and allowances (General),003,,Recurrent,,,,,1037,,,,
2009,25,"Total, Recurrent",,,,,,,,,1391110,1432348,1470144,1521318
2009,25,"Total, Operating Account",,,,,,,,,1391110,1432348,1470144,1521318
2009,25,Total Expenditure,,,,,,,,,1391110,1432348,1470144,1521318
2009,26,Operational expenses,000,,Recurrent,,,,,,455302,484715,471413,552479
2009,26,"Total, Recurrent",,,,,,,,,455302,484715,471413,552479
2009,26,General non-recurrent,700,,Non-Recurrent,,,,,,,,685,945
2009,26,"Total, Non-Recurrent",,,,,,,,,,,685,945
2009,26,"Total, Operating Account",,,,,,,,,455302,484715,472098,553424
2009,26,Total Expenditure,,,,,,,,,455302,484715,472098,553424
2009,27,Operational expenses,000,,Recurrent,,,,,,72324,80031,81684,81597
2009,27,"Total, Recurrent",,,,,,,,,72324,80031,81684,81597
2009,27,"Total, Operating Account",,,,,,,,,72324,80031,81684,81597
2009,27,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,,800,800,470
2009,27,"Total, Plant, Equipment and Works",,,,,,,,,,800,800,470
2009,27,"Total, Capital Account",,,,,,,,,,800,800,470
2009,27,Total Expenditure,,,,,,,,,72324,80831,82484,82067
2009,28,Operational expenses,000,,Recurrent,,,,,,595100,666784,660630,703424
2009,28,Airport insurance,170,,Recurrent,,,,,,10138,10695,8906,9400
2009,28,"Total, Recurrent",,,,,,,,,605238,677479,669536,712824
2009,28,"Total, Operating Account",,,,,,,,,605238,677479,669536,712824
2009,28,Total Expenditure,,,,,,,,,605238,677479,669536,712824
2009,30,Operational expenses,000,,Recurrent,,,,,,2361628,2421858,2491788,2562214
2009,30,Provisions for institutions,118,,Recurrent,,,,,,63244,65947,74839,84686
2009,30,Prisoners’ earning scheme,193,,Recurrent,,,,,,29035,30319,29898,30586
2009,30,"Total, Recurrent",,,,,,,,,2453907,2518124,2596525,2677486
2009,30,General non-recurrent,,,Non-Recurrent,,,,,,5175,600,1305,
2009,30,"Total, Non-Recurrent",,,,,,,,,5175,600,1305,
2009,30,"Total, Operating Account",,,,,,,,,2459082,2518724,2597830,2677486
2009,30,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,5403,6439,6439,3690
2009,30,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,20381,13992,19992,17416
2009,30,"Total, Plant, Equipment and Works",,,,,,,,,25784,20431,26431,21106
2009,30,"Total, Capital Account",,,,,,,,,25784,20431,26431,21106
2009,30,Total Expenditure,,,,,,,,,2484866,2539155,2624261,2698592
