2008,10,Fees and licences,070,020,Waterworks,,,,,,13777,11000,14094,14475
2008,10,Others,070,040,Waterworks,,,,,,27140,15500,12965,12649
2008,10,Sub-total,070,040,Waterworks,,,,,,2448004,2547500,2489059,2555124
2008,10,Sewage charge,080,010,Sewage services,,,,,,462644,510375,472300,524800
2008,10,Trade effluent surcharge,080,020,Sewage services,,,,,,205104,190075,215800,225100
2008,10,Others,080,030,Sewage services,,,,,,1755,2180,2270,2330
2008,10,Sub-total,080,030,Sewage services,,,,,,669503,702630,690370,752230
2008,10,Total,,030,,,,,,,3335675,3451134,3395069,3514019
2008,11,Markets,022,010,"Agriculture, Fisheries and Conservation Department",,,,,,64292,61849,62678,62475
2008,11,Agricultural services and products,022,020,"Agriculture, Fisheries and Conservation Department",,,,,,413,180,744,835
2008,11,Others,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,46770,41629,33259,32848
2008,11,Sub-total,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,111475,103658,96681,96158
2008,11,Audit Commission,024,,"Agriculture, Fisheries and Conservation Department",,,,,,3026,3063,3241,3358
2008,11,Services to trading funds and subvented projects,025,025,Architectural Services Department,,,,,,5420,3390,4881,2906
2008,11,Others,025,030,Architectural Services Department,,,,,,769,686,367,367
2008,11,Sub-total,025,030,Architectural Services Department,,,,,,6189,4076,5248,3273
2008,11,Census and Statistics Department,026,,Architectural Services Department,,,,,,7336,11581,16294,11082
2008,11,Civil Aid Service,027,,Architectural Services Department,,,,,,83,102,89,89
2008,11,Services to the Airport Authority,028,010,Civil Aviation Department,,,,,,626198,664242,657666,698070
2008,11,Aircraft en route navigation charges,028,020,Civil Aviation Department,,,,,,184377,199781,200002,217029
2008,11,Licences,028,030,Civil Aviation Department,,,,,,60510,64824,66489,70484
2008,11,Others,028,040,Civil Aviation Department,,,,,,1095,1195,1618,1776
2008,11,Sub-total,028,040,Civil Aviation Department,,,,,,872180,930042,925775,987359
2008,11,Recovery other than cost of raw materials for correctional services industries,030,010,Correctional Services Department,,,,,,367,135,260,200
2008,11,Laundry charges,030,015,Correctional Services Department,,,,,,2893,2925,2863,2863
2008,11,Others,030,020,Correctional Services Department,,,,,,317,327,325,325
2008,11,Sub-total,030,020,Correctional Services Department,,,,,,3577,3387,3448,3388
2008,11,Import and export declarations,031,010,Customs and Excise Department,,,,,,1161197,1191705,1237551,1247479
2008,11,Bonded warehouse supervision charges,031,020,Customs and Excise Department,,,,,,232,265,219,219
2008,11,Clothing industry training levy service charges,031,030,Customs and Excise Department,,,,,,735,735,683,683
2008,11,Denaturing fees,031,040,Customs and Excise Department,,,,,,266,197,303,303
2008,11,Import and export licences,031,071,Customs and Excise Department,,,,,,3199,2807,3758,3758
2008,11,Warehouse licences,031,072,Customs and Excise Department,,,,,,633,597,674,674
2008,11,Miscellaneous licences,031,080,Customs and Excise Department,,,,,,1463,1527,1546,1540
2008,11,Storage fees,031,090,Customs and Excise Department,,,,,,10,20,5,5
2008,11,Others,031,100,Customs and Excise Department,,,,,,16566,16121,20857,21142
2008,11,Sub-total,031,100,Customs and Excise Department,,,,,,1184301,1213974,1265596,1275803
2008,11,Hong Kong companies registration fees,032,010,Companies Registry,,,,,,70014,68281,84517,85337
2008,11,Works executed on private account,033,010,Civil Engineering and Development Department,,,,,,219498,63000,122016,414
2008,11,"Dangerous goods, mining and prospecting licences",033,011,Civil Engineering and Development Department,,,,,,1220,1300,1300,1350
2008,11,Explosives permit and storage fees,033,012,Civil Engineering and Development Department,,,,,,7597,7890,7890,7500
2008,11,Mud disposal,033,013,Civil Engineering and Development Department,,,,,,19348,9007,11570,8862
2008,11,Disposal of construction waste at public fill reception facilities,033,014,Civil Engineering and Development Department,,,,,,39288,89000,89000,148000
2008,11,Others,033,030,Civil Engineering and Development Department,,,,,,192,205,224,188
2008,11,Sub-total,033,030,Civil Engineering and Development Department,,,,,,287143,170402,232000,166314
2008,11,"Dangerous drugs, pharmacy, poisons and other licences",037,010,Department of Health,,,,,,18944,18907,19079,19649
2008,11,Out-patient charges,037,030,Department of Health,,,,,,32052,34407,34590,34679
2008,11,Dental charges,037,040,Department of Health,,,,,,9403,9250,9250,8850
2008,11,"Medical and health charges other than hospital, out-patient and dental charges",037,050,Department of Health,,,,,,26833,27531,27022,27191
2008,11,Registrations and certificates of medical and supplementary medical professionals,037,060,Department of Health,,,,,,22809,20579,23129,24174
2008,11,Others,037,070,Department of Health,,,,,,731,547,467,474
2008,11,Sub-total,037,070,Department of Health,,,,,,110772,111221,113537,115017
2008,11,Works executed on private account,039,010,Drainage Services Department,,,,,,108,85,58,60
2008,11,Others,039,030,Drainage Services Department,,,,,,946,870,992,999
2008,11,Sub-total,039,030,Drainage Services Department,,,,,,1054,955,1050,1059
2008,11,Services to Electrical and Mechanical Services Trading Fund,042,025,Electrical and Mechanical Services Department,,,,,,34504,31321,31321,32574
2008,11,"Registration, certification and permit fees",042,027,Electrical and Mechanical Services Department,,,,,,33167,42638,43277,39110
2008,11,Others,042,030,Electrical and Mechanical Services Department,,,,,,7,11,11,11
2008,11,Sub-total,042,030,Electrical and Mechanical Services Department,,,,,,67678,73970,74609,71695
2008,11,Chemical waste charging scheme,044,010,Environmental Protection Department,,,,,,33162,33000,32000,35000
2008,11,MARPOL waste charging scheme,044,015,Environmental Protection Department,,,,,,36778,33000,33000,33000
2008,11,Waste disposal charges,044,017,Environmental Protection Department,,,,,,21903,34600,33700,39700
2008,11,Licence and permit fees,044,020,Environmental Protection Department,,,,,,9159,9224,9160,8954
2008,11,Others,044,030,Environmental Protection Department,,,,,,366,302,2742,569
2008,11,Sub-total,044,030,Environmental Protection Department,,,,,,101368,110126,110602,117223
2008,11,Dangerous goods licences,045,010,Fire Services Department,,,,,,10003,11141,10156,10156
2008,11,Official certificates and fire reports,045,012,Fire Services Department,,,,,,5375,5713,5612,5612
2008,11,Others,045,020,Fire Services Department,,,,,,597,641,774,774
2008,11,Sub-total,045,020,Fire Services Department,,,,,,15975,17495,16542,16542
2008,11,Government Secretariat: Office of the Government Chief Information Officer,047,,Fire Services Department,,,,,,2657,2890,3395,3423
2008,11,Services to the Hospital Authority,048,015,Government Laboratory,,,,,,7084,7186,7186,7997
2008,11,Others,048,020,Government Laboratory,,,,,,4951,5585,5585,5296
2008,11,Sub-total,048,020,Government Laboratory,,,,,,12035,12771,12771,13293
2008,11,Licences and permits,049,010,Food and Environmental Hygiene Department,,,,,,240584,243312,240981,239454
2008,11,Meat inspection,049,020,Food and Environmental Hygiene Department,,,,,,26496,27108,24574,25076
2008,11,Cemeteries and crematoria,049,030,Food and Environmental Hygiene Department,,,,,,73383,62988,57436,63696
2008,11,Others,049,040,Food and Environmental Hygiene Department,,,,,,2124,2048,2829,2712
2008,11,Sub-total,049,040,Food and Environmental Hygiene Department,,,,,,342587,335456,325820,330938
2008,11,Management and air conditioning charges,051,010,Government Property Agency,,,,,,79297,70549,69334,69247
2008,11,Others,051,020,Government Property Agency,,,,,,5394,5271,5430,5430
2008,11,Sub-total,051,020,Government Property Agency,,,,,,84691,75820,74764,74677
2008,11,Printing services,059,010,Government Logistics Department,,,,,,214854,219991,223166,223166
2008,11,Advertisements,059,020,Government Logistics Department,,,,,,22095,23009,24689,24993
2008,11,Government transport,059,030,Government Logistics Department,,,,,,16361,17274,16601,18479
2008,11,Others,059,040,Government Logistics Department,,,,,,9447,9210,15137,10135
2008,11,Sub-total,059,040,Government Logistics Department,,,,,,262757,269484,279593,276773
2008,11,Works executed on private account,060,010,Highways Department,,,,,,2622,1100,900,900
2008,11,Excavation permits,060,020,Highways Department,,,,,,118953,133800,114600,114600
2008,11,Others,060,030,Highways Department,,,,,,2542,1470,1600,1600
2008,11,Sub-total,060,030,Highways Department,,,,,,124117,136370,117100,117100
2008,11,Guesthouse licences,063,015,Home Affairs Department,,,,,,5737,5930,5875,9542
2008,11,Clubhouse certificates,063,016,Home Affairs Department,,,,,,11563,13564,13984,14048
2008,11,Karaoke establishments licences and permits,063,020,Home Affairs Department,,,,,,54,96,25,19
2008,11,Others,063,030,Home Affairs Department,,,,,,1453,1501,1582,1686
2008,11,Sub-total,063,030,Home Affairs Department,,,,,,18807,21091,21466,25295
2008,11,Chinese nationality applications,070,012,Immigration Department,,,,,,5170,6480,4703,5107
2008,11,Travel documents,070,020,Immigration Department,,,,,,170804,300689,226350,270369
2008,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,103058,116604,118363,129740
2008,11,Certification fees,070,040,Immigration Department,,,,,,4801,5795,5611,6869
2008,11,Replacement of identity cards,070,060,Immigration Department,,,,,,38890,35732,34801,32548
2008,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,30835,33284,31718,34512
2008,11,Marriage registration fees,070,080,Immigration Department,,,,,,71998,76369,58319,56734
2008,11,Others,070,090,Immigration Department,,,,,,26172,27465,29348,29438
2008,11,Sub-total,070,090,Immigration Department,,,,,,451728,602418,509213,565317
2008,11,Sale of publications,074,010,Information Services Department,,,,,,10104,9573,9612,9082
2008,11,Others,074,020,Information Services Department,,,,,,624,730,640,620
2008,11,Sub-total,074,020,Information Services Department,,,,,,10728,10303,10252,9702
2008,11,Business registration fees,076,010,Inland Revenue Department,,,,† After Budget revenue measures but subject to the passing of the relevant legislation by the Legislative Council.,,1497902,1500000,1550000,120000
2008,11,Others,076,020,Inland Revenue Department,,,,,,17842,16113,14154,16594
2008,11,Sub-total,076,020,Inland Revenue Department,,,,,,1515744,1516113,1564154,136594
2008,11,Patents fees,078,010,Intellectual Property Department,,,,,,15124,14867,16326,16103
2008,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,82910,82179,85777,85720
2008,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,7856,7737,8075,7942
2008,11,Others,078,040,Intellectual Property Department,,,,,,93,79,25,25
2008,11,Sub-total,078,040,Intellectual Property Department,,,,,,105983,104862,110203,109790
2008,11,Commission,080,010,Judiciary,,,,,,8480,9522,5929,5802
2008,11,Court fees,080,020,Judiciary,,,,,,201361,117065,145868,145868
2008,11,Possession,080,030,Judiciary,,,,,,614,647,553,553
2008,11,Others,080,040,Judiciary,,,,,,13956,14510,10491,10490
2008,11,Sub-total,080,040,Judiciary,,,,,,224411,141744,162841,162713
2008,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,174879,198931,199082,200139
2008,11,Works executed on private account,082,020,Buildings Department,,,,,,208,8,30,30
2008,11,Others,082,030,Buildings Department,,,,,,615,424,447,375
2008,11,Sub-total,082,030,Buildings Department,,,,,,175702,199363,199559,200544
2008,11,Labour Department,090,,Buildings Department,,,,,,20882,19770,20309,20768
2008,11,Administrative and legal land services,091,010,Lands Department,,,,,,47097,35355,45772,39066
2008,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,4516,6935,7949,2987
2008,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,824,265,172,122
2008,11,Excavation permits,091,020,Lands Department,,,,,,10798,11020,10509,10621
2008,11,Works executed on private account,091,040,Lands Department,,,,,,1327,1126,1542,385
2008,11,Services to KCRC,091,042,Lands Department,,,,,,46643,50756,39842,43047
2008,11,Services to MTRCL,091,046,Lands Department,,,,,,5677,6184,8670,8613
2008,11,Others,091,050,Lands Department,,,,,,17680,15652,21436,18262
2008,11,Sub-total,091,050,Lands Department,,,,,,134562,127293,135892,123103
2008,11,Department of Justice,092,,Lands Department,,,,,,1042,3237,11354,4796
2008,11,Legal Aid Department,094,,Lands Department,,,,,,187428,192700,193200,194000
2008,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,544922,529743,563172,433934
2008,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,37041,38024,38067,38387
2008,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,607,673,619,619
2008,11,Others,095,040,Leisure and Cultural Services Department,,,,,,34166,27666,27266,23186
2008,11,Sub-total,095,040,Leisure and Cultural Services Department,,,,,,616736,596106,629124,496126
2008,11,Anchorage,100,010,Marine Department,,,,,,15381,18000,15070,15070
2008,11,Buoy,100,020,Marine Department,,,,,,28814,28200,29051,29051
2008,11,Permit fees,100,030,Marine Department,,,,,,116032,83616,118699,118699
2008,11,Cargo working area charges,100,040,Marine Department,,,,,,156068,158965,145953,145953
2008,11,Examination and registration fees,100,050,Marine Department,,,,,,69024,77070,74705,74585
2008,11,Vessel licences,100,070,Marine Department,,,,,,32084,30400,33046,33046
2008,11,Port and light dues,100,080,Marine Department,,,,,,227583,218900,234000,234000
2008,11,Port clearance fees,100,090,Marine Department,,,,,,22487,23900,22470,22470
2008,11,Survey fees,100,100,Marine Department,,,,,,25789,22953,29726,26794
2008,11,Others,100,110,Marine Department,,,,,,4672,4313,4357,4159
2008,11,Sub-total,100,110,Marine Department,,,,,,697934,666317,707077,703827
2008,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,151181,124300,105500,93500
2008,11,Liquidation,116,020,Official Receiver’s Office,,,,,,26664,40400,41000,37400
2008,11,Others,116,030,Official Receiver’s Office,,,,,,215,500,400,400
2008,11,Sub-total,116,030,Official Receiver’s Office,,,,,,178060,165200,146900,131300
2008,11,Certificates of no criminal record,122,010,Hong Kong Police Force,,,,,,3820,4114,4197,4197
2008,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1123,1096,1026,1026
2008,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,9957,10901,9569,9569
2008,11,Others,122,030,Hong Kong Police Force,,,,,,5060,4947,5280,5280
2008,11,Sub-total,122,030,Hong Kong Police Force,,,,,,19960,21058,20072,20072
2008,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,6196,5780,5377,5583
2008,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,1145,1000,1100,1100
2008,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,13,485,421,467
2008,11,Sub-total,143,030,Government Secretariat: Civil Service Bureau,,,,,,7354,7265,6898,7150
2008,11,Government Secretariat: Economic Development and Labour Bureau (Economic Development Branch),145,,Government Secretariat: Civil Service Bureau,,,,,,8674,8976,1552,
2008,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,43250,42569,43250,43250
2008,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,1,2,1,1
2008,11,Sub-total,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,43251,42571,43251,43251
2008,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,14978,15357,14820,14535
2008,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,46,47,23,22
2008,11,Sub-total,151,090,Government Secretariat: Security Bureau,,,,,,15024,15404,14843,14557
2008,11,"Government Secretariat: Commerce and Economic Development Bureau (Commerce, Industry and Tourism Branch)",152,,Government Secretariat: Security Bureau,,,,,,,,7431,9011
2008,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,6110,5753,6166,6254
2008,11,School fees for senior secondary classes,156,011,Government Secretariat: Education Bureau,,,,,,76048,76350,77413,12003
2008,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education Bureau,,,,,,3513,3567,3661,3923
2008,11,Others,156,030,Government Secretariat: Education Bureau,,,,,,3064,3642,3074,3296
2008,11,Sub-total,156,030,Government Secretariat: Education Bureau,,,,,,82625,83559,84148,19222
2008,11,Radio Television Hong Kong,160,,Government Secretariat: Education Bureau,,,,,,374,492,674,674
2008,11,Rating and Valuation Department,162,,Government Secretariat: Education Bureau,,,,,,4223,4367,4347,4348
2008,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,77000,78092,81554,78993
2008,11,Others,168,020,Hong Kong Observatory,,,,,,1956,1570,1579,1553
2008,11,Sub-total,168,020,Hong Kong Observatory,,,,,,78956,79662,83133,80546
2008,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,13977,13521,14994,14692
2008,11,Others,170,020,Social Welfare Department,,,,,,3476,3543,3451,3501
2008,11,Sub-total,170,020,Social Welfare Department,,,,,,17453,17064,18445,18193
2008,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,15275,21383,19318,22571
2008,11,Entertainment licences,180,010,Television and Entertainment Licensing Authority,,,,,,18293,18963,19465,20720
2008,11,Film censorship fees,180,020,Television and Entertainment Licensing Authority,,,,,,2552,2367,2397,2397
2008,11,Broadcasting licences,180,025,Television and Entertainment Licensing Authority,,,,,,30941,32243,39617,34078
2008,11,Others,180,030,Television and Entertainment Licensing Authority,,,,,,1466,1507,1822,1824
2008,11,Sub-total,180,030,Television and Entertainment Licensing Authority,,,,,,53252,55080,63301,59019
2008,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,3828,4822,3555,2789
2008,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,3007,3007,2944,2742
2008,11,Others,181,040,Trade and Industry Department,,,,,,67226,46435,36202,36676
2008,11,Sub-total,181,040,Trade and Industry Department,,,,,,74061,54264,42701,42207
2008,11,Vehicle and driving licences,186,010,Transport Department,,,,,,2822436,3104687,2869165,2943770
2008,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,246991,247247,263051,265634
2008,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1052,1104,1124,1168
2008,11,Vehicle examination fees,186,050,Transport Department,,,,,,59078,59601,61082,61662
2008,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,35257,70000,54703,53327
2008,11,Others,186,060,Transport Department,,,,,,10697,10890,11306,11962
2008,11,Sub-total,186,060,Transport Department,,,,,,3175511,3493529,3260431,3337523
2008,11,Differences in exchange,188,030,Treasury,,,,,,9832,15,15,
2008,11,Others,188,040,Treasury,,,,,,37494,36867,42707,42970
2008,11,Sub-total,188,040,Treasury,,,,,,47326,36882,42722,42970
2008,11,Other bureaux/departments,200,,Treasury,,,,,,12428,14928,17179,12693
2008,11,Total,,,,,,,,,11672619,11983878,11920828,10394037
2008,21,Operational expenses,000,,Recurrent,,,,,,69841,74629,78015,79145
2008,21,"Total, Recurrent",,,,,,,,,69841,74629,78015,79145
2008,21,"Total, Operating Account",,,,,,,,,69841,74629,78015,79145
2008,21,Total Expenditure,,,,,,,,,69841,74629,78015,79145
2008,22,Operational expenses,000,,Recurrent,,,,,,688210,793629,798905,828626
2008,22,"Total, Recurrent",,,,,,,,,688210,793629,798905,828626
2008,22,General non-recurrent,700,,Non-Recurrent,,,,,,292227,624474,666030,47918
2008,22,"Total, Non-Recurrent",,,,,,,,,292227,624474,666030,47918
2008,22,"Total, Operating Account",,,,,,,,,980437,1418103,1464935,876544
2008,22,Works,600,,"Plant, Equipment and Works",,,,,,918,5065,4915,3950
2008,22,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,426,801,550,441
2008,22,Minor irrigation works in the New Territories (block vote),609,,"Plant, Equipment and Works",,,,,,821,1300,1300,1140
2008,22,Minor recreational facilities and roadworks in country parks (block vote),610,,"Plant, Equipment and Works",,,,,,9698,8800,8800,10400
2008,22,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,3918,5289,8124,5070
2008,22,"Total, Plant, Equipment and Works",,,,,,,,,15781,21255,23689,21001
2008,22,"Total, Capital Account",,,,,,,,,15781,21255,23689,21001
2008,22,Total Expenditure,,,,,,,,,996218,1439358,1488624,897545
2008,23,Operational expenses,000,,Recurrent,,,,,,57999,59227,59907,63633
2008,23,"Total, Recurrent",,,,,,,,,57999,59227,59907,63633
2008,23,"Total, Operating Account",,,,,,,,,57999,59227,59907,63633
2008,23,Total Expenditure,,,,,,,,,57999,59227,59907,63633
2008,24,Operational expenses,000,,Recurrent,,,,,,111351,113092,115004,119263
2008,24,"Total, Recurrent",,,,,,,,,111351,113092,115004,119263
2008,24,"Total, Operating Account",,,,,,,,,111351,113092,115004,119263
2008,24,Total Expenditure,,,,,,,,,111351,113092,115004,119263
2008,25,Operational expenses,000,,Recurrent,,,,,,1357796,1361087,1399328,1432348
2008,25,"Total, Recurrent",,,,,,,,,1357796,1361087,1399328,1432348
2008,25,"Total, Operating Account",,,,,,,,,1357796,1361087,1399328,1432348
2008,25,"Minor plant, vehicles and equipment (block vote)",,,"Plant, Equipment and Works",,,,,,1044,,,
2008,25,"Total, Plant, Equipment and Works",,,,,,,,,1044,,,
2008,25,"Total, Capital Account",,,,,,,,,1044,,,
2008,25,Total Expenditure,,,,,,,,,1358840,1361087,1399328,1432348
2008,26,Operational expenses,000,,Recurrent,,,,,,494686,475211,455046,484715
2008,26,"Total, Recurrent",,,,,,,,,494686,475211,455046,484715
2008,26,"Total, Operating Account",,,,,,,,,494686,475211,455046,484715
2008,26,"Minor plant, vehicles and equipment (block vote)",,,"Plant, Equipment and Works",,,,,,30,,,
2008,26,"Total, Plant, Equipment and Works",,,,,,,,,30,,,
2008,26,"Total, Capital Account",,,,,,,,,30,,,
2008,26,Total Expenditure,,,,,,,,,494716,475211,455046,484715
2008,27,Operational expenses,000,,Recurrent,,,,,,71725,73739,74581,80031
2008,27,"Total, Recurrent",,,,,,,,,71725,73739,74581,80031
2008,27,"Total, Operating Account",,,,,,,,,71725,73739,74581,80031
2008,27,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,,,,800
2008,27,"Total, Plant, Equipment and Works",,,,,,,,,,,,800
2008,27,"Total, Capital Account",,,,,,,,,,,,800
2008,27,Total Expenditure,,,,,,,,,71725,73739,74581,80831
2008,28,Operational expenses,000,,Recurrent,,,,,,566518,614626,605662,666784
2008,28,Airport insurance,170,,Recurrent,,,,,,13684,11806,10148,10695
2008,28,"Total, Recurrent",,,,,,,,,580202,626432,615810,677479
2008,28,General non-recurrent,,,Non-Recurrent,,,,,,430,,,
2008,28,"Total, Non-Recurrent",,,,,,,,,430,,,
2008,28,"Total, Operating Account",,,,,,,,,580632,626432,615810,677479
2008,28,Total Expenditure,,,,,,,,,580632,626432,615810,677479
2008,30,Operational expenses,000,,Recurrent,,,,,,2251517,2293610,2352814,2421858
2008,30,Provisions for institutions,118,,Recurrent,,,,,,60076,63346,61614,65947
2008,30,Prisoners’ earning scheme,193,,Recurrent,,,,,,28848,30841,29870,30319
2008,30,"Total, Recurrent",,,,,,,,,2340441,2387797,2444298,2518124
2008,30,General non-recurrent,700,,Non-Recurrent,,,,,,561,1932,5576,600
2008,30,"Total, Non-Recurrent",,,,,,,,,561,1932,5576,600
2008,30,"Total, Operating Account",,,,,,,,,2341002,2389729,2449874,2518724
2008,30,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,2735,10000,8087,6439
