2007,11,Civil Aid Service,027,,Architectural Services Department,,,,,,54,112,102,102
2007,11,Services to the Airport Authority,028,010,Civil Aviation Department,,,,,,641059,643069,637758,664242
2007,11,Aircraft en route navigation charges,028,020,Civil Aviation Department,,,,,,171309,179473,181601,199781
2007,11,Licences,028,030,Civil Aviation Department,,,,,,62304,60865,60673,64824
2007,11,Others,028,040,Civil Aviation Department,,,,,,1002,1243,1137,1195
2007,11,Sub-total,028,040,Civil Aviation Department,,,,,,875674,884650,881169,930042
2007,11,Recovery other than cost of raw materials for correctional services industries,030,010,Correctional Services Department,,,,,,513,300,135,135
2007,11,Laundry charges,030,015,Correctional Services Department,,,,,,2913,2955,2925,2925
2007,11,Others,030,020,Correctional Services Department,,,,,,273,264,327,327
2007,11,Sub-total,030,020,Correctional Services Department,,,,,,3699,3519,3387,3387
2007,11,Import and export declarations,031,010,Customs and Excise Department,,,,,,1041597,1024434,1165122,1191705
2007,11,Bonded warehouse supervision charges,031,020,Customs and Excise Department,,,,,,413,379,265,265
2007,11,Clothing industry training levy service charges,031,030,Customs and Excise Department,,,,,,738,738,735,735
2007,11,Denaturing fees,031,040,Customs and Excise Department,,,,,,188,163,197,197
2007,11,Import and export licences,031,071,Customs and Excise Department,,,,,,2702,2538,2807,2807
2007,11,Warehouse licences,031,072,Customs and Excise Department,,,,,,518,490,595,597
2007,11,Miscellaneous licences,031,080,Customs and Excise Department,,,,,,1499,1491,1460,1527
2007,11,Storage fees,031,090,Customs and Excise Department,,,,,,42,17,20,20
2007,11,Others,031,100,Customs and Excise Department,,,,,,17625,20707,16114,16121
2007,11,Sub-total,031,100,Customs and Excise Department,,,,,,1065322,1050957,1187315,1213974
2007,11,Hong Kong companies registration fees,032,010,Companies Registry,,,,,,58914,59166,67874,68281
2007,11,Works executed on private account,033,010,Civil Engineering and Development Department,,,,,,972,280698,331823,63000
2007,11,"Dangerous goods, mining and prospecting licences",033,011,Civil Engineering and Development Department,,,,,,1472,1333,1333,1300
2007,11,Explosives permit and storage fees,033,012,Civil Engineering and Development Department,,,,,,14484,8684,6607,7890
2007,11,Mud disposal,033,013,Civil Engineering and Development Department,,,,,,7704,3150,17020,9007
2007,11,Disposal of construction waste at public fill reception facilities,033,014,Civil Engineering and Development Department,,,,,,514,32000,31000,89000
2007,11,Others,033,030,Civil Engineering and Development Department,,,,,,222,160,157,205
2007,11,Sub-total,033,030,Civil Engineering and Development Department,,,,,,25368,326025,387940,170402
2007,11,"Dangerous drugs, pharmacy, poisons and other licences",037,010,Department of Health,,,,,,16753,18624,19067,18907
2007,11,Out-patient charges,037,030,Department of Health,,,,,,32538,34784,34252,34407
2007,11,Dental charges,037,040,Department of Health,,,,,,11066,9450,9550,9250
2007,11,"Medical and health charges other than hospital, out-patient and dental charges",037,050,Department of Health,,,,,,24621,25943,26712,27531
2007,11,Registrations and certificates of medical and supplementary medical professionals,037,060,Department of Health,,,,,,20807,21920,22040,20579
2007,11,Others,037,070,Department of Health,,,,,,775,547,547,547
2007,11,Sub-total,037,070,Department of Health,,,,,,106560,111268,112168,111221
2007,11,Works executed on private account,039,010,Drainage Services Department,,,,,,66,100,85,85
2007,11,Others,039,030,Drainage Services Department,,,,,,1024,943,876,870
2007,11,Sub-total,039,030,Drainage Services Department,,,,,,1090,1043,961,955
2007,11,Services to Electrical and Mechanical Services Trading Fund,042,025,Electrical and Mechanical Services Department,,,,,,26846,30674,31968,31321
2007,11,"Registration, certification and permit fees",042,027,Electrical and Mechanical Services Department,,,,,,35032,31628,36101,42638
2007,11,Others,042,030,Electrical and Mechanical Services Department,,,,,,11,11,11,11
2007,11,Sub-total,042,030,Electrical and Mechanical Services Department,,,,,,61889,62313,68080,73970
2007,11,Chemical waste charging scheme,044,010,Environmental Protection Department,,,,,,39262,40000,33000,33000
2007,11,MARPOL waste charging scheme,044,015,Environmental Protection Department,,,,,,18414,20000,33000,33000
2007,11,Waste disposal charges,044,017,Environmental Protection Department,,,,,,8545,16600,16600,34600
2007,11,Licence and permit fees,044,020,Environmental Protection Department,,,,,,8245,9611,9399,9224
2007,11,Others,044,030,Environmental Protection Department,,,,,,424,329,323,302
2007,11,Sub-total,044,030,Environmental Protection Department,,,,,,74890,86540,92322,110126
2007,11,Dangerous goods licences,045,010,Fire Services Department,,,,,,9862,9640,10608,11141
2007,11,Official certificates and fire reports,045,012,Fire Services Department,,,,,,5140,5256,5481,5713
2007,11,Others,045,020,Fire Services Department,,,,,,550,598,637,641
2007,11,Sub-total,045,020,Fire Services Department,,,,,,15552,15494,16726,17495
2007,11,Government Secretariat: Office of the Government Chief Information Officer,047,,Fire Services Department,,,,,,3814,2886,2814,2890
2007,11,Services to the Hospital Authority,048,015,Government Laboratory,,,,,,14079,7515,6892,7186
2007,11,Others,048,020,Government Laboratory,,,,,,5450,6022,5645,5585
2007,11,Sub-total,048,020,Government Laboratory,,,,,,19529,13537,12537,12771
2007,11,Licences and permits,049,010,Food and Environmental Hygiene Department,,,,,,244759,245320,244728,243312
2007,11,Meat inspection,049,020,Food and Environmental Hygiene Department,,,,,,27424,27720,27108,27108
2007,11,Cemeteries and crematoria,049,030,Food and Environmental Hygiene Department,,,,,,58546,68867,75000,62988
2007,11,Others,049,040,Food and Environmental Hygiene Department,,,,,,3915,3213,1903,2048
2007,11,Sub-total,049,040,Food and Environmental Hygiene Department,,,,,,334644,345120,348739,335456
2007,11,Management and air conditioning charges,051,010,Government Property Agency,,,,,,75058,69538,72104,70549
2007,11,Others,051,020,Government Property Agency,,,,,,5532,3794,5302,5271
2007,11,Sub-total,051,020,Government Property Agency,,,,,,80590,73332,77406,75820
2007,11,Printing services,059,010,Government Logistics Department,,,,,,220678,205363,211414,219991
2007,11,Advertisements,059,020,Government Logistics Department,,,,,,24978,22485,23241,23009
2007,11,Government transport,059,030,Government Logistics Department,,,,,,15755,16116,16971,17274
2007,11,Others,059,040,Government Logistics Department,,,,,,12432,10941,9517,9210
2007,11,Sub-total,059,040,Government Logistics Department,,,,,,273843,254905,261143,269484
2007,11,Works executed on private account,060,010,Highways Department,,,,,,1919,1500,1100,1100
2007,11,Excavation permits,060,020,Highways Department,,,,,,122169,134300,133800,133800
2007,11,Others,060,030,Highways Department,,,,,,1336,1470,1470,1470
2007,11,Sub-total,060,030,Highways Department,,,,,,125424,137270,136370,136370
2007,11,Guesthouse licences,063,015,Home Affairs Department,,,,,,8564,4920,5797,5930
2007,11,Clubhouse certificates,063,016,Home Affairs Department,,,,,,12916,13499,12876,13564
2007,11,Karaoke establishments licences and permits,063,020,Home Affairs Department,,,,,,52,54,85,96
2007,11,Others,063,030,Home Affairs Department,,,,,,1195,1286,1456,1501
2007,11,Sub-total,063,030,Home Affairs Department,,,,,,22727,19759,20214,21091
2007,11,Chinese nationality applications,070,012,Immigration Department,,,,,,4842,7179,5309,6480
2007,11,Travel documents,070,020,Immigration Department,,,,,,158428,186562,215923,300689
2007,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,93676,102563,104264,116604
2007,11,Certification fees,070,040,Immigration Department,,,,,,4312,4891,4764,5795
2007,11,Replacement of identity cards,070,060,Immigration Department,,,,,,47407,45049,38992,35732
2007,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,27360,28045,30207,33284
2007,11,Marriage registration fees,070,080,Immigration Department,,,,,,73842,73244,73439,76369
2007,11,Others,070,090,Immigration Department,,,,,,26338,26681,26919,27465
2007,11,Sub-total,070,090,Immigration Department,,,,,,436205,474214,499817,602418
2007,11,Sale of publications,074,010,Information Services Department,,,,,,11772,10073,10073,9573
2007,11,Others,074,020,Information Services Department,,,,,,1843,880,730,730
2007,11,Sub-total,074,020,Information Services Department,,,,,,13615,10953,10803,10303
2007,11,Business registration fees,076,010,Inland Revenue Department,,,,,,1478755,1450000,1470000,1500000
2007,11,Others,076,020,Inland Revenue Department,,,,,,15076,16753,18436,16113
2007,11,Sub-total,076,020,Inland Revenue Department,,,,,,1493831,1466753,1488436,1516113
2007,11,Patents fees,078,010,Intellectual Property Department,,,,,,14310,13827,14844,14867
2007,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,76845,72171,82736,82179
2007,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,7730,7740,7711,7737
2007,11,Others,078,040,Intellectual Property Department,,,,,,167,55,79,79
2007,11,Sub-total,078,040,Intellectual Property Department,,,,,,99052,93793,105370,104862
2007,11,Commission,080,010,Judiciary,,,,,,12369,14040,9522,9522
2007,11,Court fees,080,020,Judiciary,,,,,,186652,116130,177390,117065
2007,11,Possession,080,030,Judiciary,,,,,,710,680,647,647
2007,11,Others,080,040,Judiciary,,,,,,13409,13430,14510,14510
2007,11,Sub-total,080,040,Judiciary,,,,,,213140,144280,202069,141744
2007,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,162126,166296,199334,198931
2007,11,Works executed on private account,082,020,Buildings Department,,,,,,122,50,11,8
2007,11,Others,082,030,Buildings Department,,,,,,695,442,388,424
2007,11,Sub-total,082,030,Buildings Department,,,,,,162943,166788,199733,199363
2007,11,Labour Department,090,,Buildings Department,,,,,,23429,21003,20860,19770
2007,11,Administrative and legal land services,091,010,Lands Department,,,,,,37390,31675,46965,35355
2007,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,8709,7489,5235,6935
2007,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,142,120,760,265
2007,11,Excavation permits,091,020,Lands Department,,,,,,10140,9445,10873,11020
2007,11,Works executed on private account,091,040,Lands Department,,,,,,530,551,1132,1126
2007,11,Services to KCRC,091,042,Lands Department,,,,,,59331,44963,46894,50756
2007,11,Services to MTRCL,091,046,Lands Department,,,,,,8779,6722,5705,6184
2007,11,Others,091,050,Lands Department,,,,,,18345,19477,16011,15652
2007,11,Sub-total,091,050,Lands Department,,,,,,143366,120442,133575,127293
2007,11,Department of Justice,092,,Lands Department,,,,,,2528,1890,2217,3237
2007,11,Legal Aid Department,094,,Lands Department,,,,,,189041,173000,185300,192700
2007,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,533154,510434,519509,529743
2007,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,38465,37910,37487,38024
2007,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,622,716,673,673
2007,11,Others,095,040,Leisure and Cultural Services Department,,,,,,35569,28206,32160,27666
2007,11,Sub-total,095,040,Leisure and Cultural Services Department,,,,,,607810,577266,589829,596106
2007,11,Anchorage,100,010,Marine Department,,,,,,29394,19000,18500,18000
2007,11,Buoy,100,020,Marine Department,,,,,,29546,28200,28200,28200
2007,11,Permit fees,100,030,Marine Department,,,,,,115816,78922,109816,83616
2007,11,Cargo working area charges,100,040,Marine Department,,,,,,158451,166234,161489,158965
2007,11,Examination and registration fees,100,050,Marine Department,,,,,,66032,75210,76052,77070
2007,11,Vessel licences,100,070,Marine Department,,,,,,32635,30800,32000,30400
2007,11,Port and light dues,100,080,Marine Department,,,,,,228249,210000,217700,218900
2007,11,Port clearance fees,100,090,Marine Department,,,,,,23063,22600,23000,23900
2007,11,Survey fees,100,100,Marine Department,,,,,,27554,20704,25728,22953
2007,11,Others,100,110,Marine Department,,,,,,5100,4319,4505,4313
2007,11,Sub-total,100,110,Marine Department,,,,,,715840,655989,696990,666317
2007,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,130007,94800,119800,124300
2007,11,Liquidation,116,020,Official Receiver’s Office,,,,,,33633,57700,40700,40400
2007,11,Others,116,030,Official Receiver’s Office,,,,,,430,500,500,500
2007,11,Sub-total,116,030,Official Receiver’s Office,,,,,,164070,153000,161000,165200
2007,11,Certificates of no criminal record,122,010,Hong Kong Police Force,,,,,,4287,4805,4114,4114
2007,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1425,1252,1112,1096
2007,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,9205,9286,10901,10901
2007,11,Others,122,030,Hong Kong Police Force,,,,,,4918,4939,4947,4947
2007,11,Sub-total,122,030,Hong Kong Police Force,,,,,,19835,20282,21074,21058
2007,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,5466,6056,5937,5780
2007,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,1270,1111,1039,1000
2007,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,21,501,370,485
2007,11,Sub-total,143,030,Government Secretariat: Civil Service Bureau,,,,,,6757,7668,7346,7265
2007,11,Government Secretariat: Economic Development and Labour Bureau (Economic Development Branch),145,,Government Secretariat: Civil Service Bureau,,,,,,8910,8900,8932,8976
2007,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42795,42114,41660,42569
2007,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,11,4,2,2
2007,11,Sub-total,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42806,42118,41662,42571
2007,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,15701,15190,15690,15357
2007,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,20,21,46,47
2007,11,Sub-total,151,090,Government Secretariat: Security Bureau,,,,,,15721,15211,15736,15404
2007,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,5767,5338,5697,5753
2007,11,School fees for senior secondary classes,156,011,Government Secretariat: Education and Manpower Bureau,,,,,,73651,71888,73549,76350
2007,11,School fees for adult education courses,156,015,Government Secretariat: Education and Manpower Bureau,,,,,,581,,,
2007,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education and Manpower Bureau,,,,,,3437,3517,3497,3567
2007,11,Others,156,030,Government Secretariat: Education and Manpower Bureau,,,,,,4188,2936,2965,3642
2007,11,Sub-total,156,030,Government Secretariat: Education and Manpower Bureau,,,,,,81857,78341,80011,83559
2007,11,Radio Television Hong Kong,160,,Government Secretariat: Education and Manpower Bureau,,,,,,476,512,492,492
2007,11,Rating and Valuation Department,162,,Government Secretariat: Education and Manpower Bureau,,,,,,4308,4097,4367,4367
2007,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,79061,81610,77706,78092
2007,11,Others,168,020,Hong Kong Observatory,,,,,,1815,1538,1713,1570
2007,11,Sub-total,168,020,Hong Kong Observatory,,,,,,80876,83148,79419,79662
2007,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,13137,13213,13637,13521
2007,11,Others,170,020,Social Welfare Department,,,,,,3480,3576,3543,3543
2007,11,Sub-total,170,020,Social Welfare Department,,,,,,16617,16789,17180,17064
2007,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,15594,20999,17915,21383
2007,11,Entertainment licences,180,010,Television and Entertainment Licensing Authority,,,,,,17902,18281,18612,18963
2007,11,Film censorship fees,180,020,Television and Entertainment Licensing Authority,,,,,,2689,2564,2367,2367
2007,11,Broadcasting licences,180,025,Television and Entertainment Licensing Authority,,,,,,33982,31032,32861,32243
2007,11,Others,180,030,Television and Entertainment Licensing Authority,,,,,,1781,1664,1321,1507
2007,11,Sub-total,180,030,Television and Entertainment Licensing Authority,,,,,,56354,53541,55161,55080
2007,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,4382,5304,4728,4822
2007,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,3306,3803,3130,3007
2007,11,Others,181,040,Trade and Industry Department,,,,,,72543,70598,68802,46435
2007,11,Sub-total,181,040,Trade and Industry Department,,,,,,80231,79705,76660,54264
2007,11,Vehicle and driving licences,186,010,Transport Department,,,,,,2775240,2769548,2820294,3104687
2007,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,257401,229207,245635,247247
2007,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,982,1156,1094,1104
2007,11,Vehicle examination fees,186,050,Transport Department,,,,,,59939,60524,59021,59601
2007,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,,52500,35000,70000
2007,11,Others,186,060,Transport Department,,,,,,10856,10978,10964,10890
2007,11,Sub-total,186,060,Transport Department,,,,,,3104418,3123913,3172008,3493529
2007,11,Differences in exchange,188,030,Treasury,,,,,,1413,15,15,15
2007,11,Others,188,040,Treasury,,,,,,37819,38998,37414,36867
2007,11,Sub-total,188,040,Treasury,,,,,,39232,39013,37429,36882
2007,11,Other bureaux/departments,200,,Treasury,,,,,,9711,7423,14987,14928
2007,11,Total,,,,,,,,,11109430,11228794,11760246,11983878
2007,21,Operational expenses,000,,Recurrent,,,,,,61316,72296,70584,74629
2007,21,"Total, Recurrent",,,,,,,,,61316,72296,70584,74629
2007,21,"Total, Operating Account",,,,,,,,,61316,72296,70584,74629
2007,21,Total Expenditure,,,,,,,,,61316,72296,70584,74629
2007,22,Operational expenses,000,,Recurrent,,,,,,655043,693568,692053,793629
2007,22,"Total, Recurrent",,,,,,,,,655043,693568,692053,793629
2007,22,General non-recurrent,700,,Non-Recurrent,,,,,,65537,243377,412665,624474
2007,22,"Total, Non-Recurrent",,,,,,,,,65537,243377,412665,624474
2007,22,"Total, Operating Account",,,,,,,,,720580,936945,1104718,1418103
2007,22,Works,600,,"Plant, Equipment and Works",,,,,,4558,6040,3415,5065
2007,22,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,3068,744,618,801
2007,22,Minor irrigation works in the New Territories (block vote),609,,"Plant, Equipment and Works",,,,,,1034,1400,1400,1300
2007,22,Minor recreational facilities and roadworks in country parks (block vote),610,,"Plant, Equipment and Works",,,,,,8412,8644,8644,8800
2007,22,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,4914,2563,2563,5289
2007,22,"Total, Plant, Equipment and Works",,,,,,,,,21986,19391,16640,21255
2007,22,"Total, Capital Account",,,,,,,,,21986,19391,16640,21255
2007,22,Total Expenditure,,,,,,,,,742566,956336,1121358,1439358
2007,23,Operational expenses,000,,Recurrent,,,,,,59835,59000,58922,59227
2007,23,"Total, Recurrent",,,,,,,,,59835,59000,58922,59227
2007,23,"Total, Operating Account",,,,,,,,,59835,59000,58922,59227
2007,23,Total Expenditure,,,,,,,,,59835,59000,58922,59227
2007,24,Operational expenses,000,,Recurrent,,,,,,110775,115872,110841,113092
2007,24,"Total, Recurrent",,,,,,,,,110775,115872,110841,113092
2007,24,"Total, Operating Account",,,,,,,,,110775,115872,110841,113092
2007,24,Total Expenditure,,,,,,,,,110775,115872,110841,113092
2007,25,Operational expenses,000,,Recurrent,,,,,,1368381,1348543,1345716,1361087
2007,25,"Total, Recurrent",,,,,,,,,1368381,1348543,1345716,1361087
2007,25,"Total, Operating Account",,,,,,,,,1368381,1348543,1345716,1361087
2007,25,"Minor plant, vehicles and equipment (block vote)",,,"Plant, Equipment and Works",,,,,,,1044,1044,
2007,25,"Total, Plant, Equipment and Works",,,,,,,,,,1044,1044,
2007,25,"Total, Capital Account",,,,,,,,,,1044,1044,
2007,25,Total Expenditure,,,,,,,,,1368381,1349587,1346760,1361087
2007,26,Operational expenses,000,,Recurrent,,,,,,450486,529519,498071,475211
2007,26,"Total, Recurrent",,,,,,,,,450486,529519,498071,475211
2007,26,"Total, Operating Account",,,,,,,,,450486,529519,498071,475211
2007,26,"Minor plant, vehicles and equipment (block vote)",,,"Plant, Equipment and Works",,,,,,,33,33,
2007,26,"Total, Plant, Equipment and Works",,,,,,,,,,33,33,
2007,26,"Total, Capital Account",,,,,,,,,,33,33,
2007,26,Total Expenditure,,,,,,,,,450486,529552,498104,475211
2007,27,Operational expenses,000,,Recurrent,,,,,,72862,72500,70639,73739
2007,27,"Total, Recurrent",,,,,,,,,72862,72500,70639,73739
2007,27,"Total, Operating Account",,,,,,,,,72862,72500,70639,73739
2007,27,Total Expenditure,,,,,,,,,72862,72500,70639,73739
2007,28,Operational expenses,000,,Recurrent,,,,,,623460,622986,569204,614626
2007,28,Airport insurance,170,,Recurrent,,,,,,11933,12733,13715,11806
2007,28,"Total, Recurrent",,,,,,,,,635393,635719,582919,626432
2007,28,General non-recurrent,,,Non-Recurrent,,,,,,1384,250,650,
2007,28,"Total, Non-Recurrent",,,,,,,,,1384,250,650,
2007,28,"Total, Operating Account",,,,,,,,,636777,635969,583569,626432
2007,28,Total Expenditure,,,,,,,,,636777,635969,583569,626432
2007,30,Operational expenses,000,,Recurrent,,,,,,2271310,2267428,2254777,2293610
2007,30,Provisions for institutions,118,,Recurrent,,,,,,62323,63495,61685,63346
2007,30,Prisoners’ earning scheme,193,,Recurrent,,,,,,32350,32000,30118,30841
2007,30,"Total, Recurrent",,,,,,,,,2365983,2362923,2346580,2387797
2007,30,General non-recurrent,700,,Non-Recurrent,,,,,,392,1352,1364,1932
2007,30,"Total, Non-Recurrent",,,,,,,,,392,1352,1364,1932
2007,30,"Total, Operating Account",,,,,,,,,2366375,2364275,2347944,2389729
2007,30,"Plant, vehicles and equipment",603,,"Plant, Equipment and Works",,,,,,3144,7500,2843,10000
2007,30,"Minor plant, vehicles and equipment (block vote)",661,,"Plant, Equipment and Works",,,,,,7209,7951,13943,15915
2007,30,"Total, Plant, Equipment and Works",,,,,,,,,10353,15451,16786,25915
